Campaign_ID,Campaign,Date,Channel,Region,Impressions,Clicks,Leads,Conversions,Customers_Acquired,Marketing_Spend,Sales,Profit,ROI,ROAS
CAM139,Brand Awareness,2025-05-19,YouTube,East,-46654.7619047619,6184.7619047619,2246.57142857143,794.163095238096,750.822619047619,-45618.4523809524,159658.333333333,176310.714285714,3302.32852380953,44.2567976190476
CAM140,Festival Campaign,2025-05-20,Facebook,South,-47219.0476190476,6219.04761904761,2260.28571428571,799.252380952381,755.690476190476,-46073.8095238096,160433.333333333,177442.857142857,3325.5780952381,44.5571904761904
CAM141,Email Promotion,2025-05-21,Email,North,-47783.3333333333,6253.33333333333,2274.0,804.341666666667,760.558333333333,-46529.1666666667,161208.333333333,178575.0,3348.82766666667,44.8575833333333
CAM142,Retargeting,2025-05-22,Google Ads,West,-48347.619047619,6287.61904761904,2287.71428571429,809.430952380953,765.42619047619,-46984.5238095238,161983.333333333,179707.142857143,3372.07723809524,45.1579761904762
CAM143,Product Discount,2025-05-23,Instagram,East,-48911.9047619047,6321.90476190476,2301.42857142857,814.520238095239,770.294047619047,-47439.880952381,162758.333333333,180839.285714286,3395.32680952381,45.458369047619
CAM144,Holiday Promotion,2025-05-24,Facebook,North,-49476.1904761904,6356.19047619047,2315.14285714286,819.609523809524,775.161904761904,-47895.2380952381,163533.333333333,181971.428571429,3418.57638095238,45.7587619047619
CAM145,Customer Reactivation,2025-05-25,Email,South,-50040.4761904761,6390.47619047619,2328.85714285714,824.69880952381,780.029761904761,-48350.5952380953,164308.333333333,183103.571428571,3441.82595238095,46.0591547619047
CAM146,Flash Sale,2025-05-26,Google Ads,East,-50604.7619047619,6424.7619047619,2342.57142857143,829.788095238096,784.897619047619,-48805.9523809524,165083.333333333,184235.714285714,3465.07552380953,46.3595476190476
CAM147,Referral Campaign,2025-05-27,Referral,West,-51169.0476190476,6459.04761904761,2356.28571428571,834.877380952381,789.765476190476,-49261.3095238096,165858.333333333,185367.857142857,3488.3250952381,46.6599404761904
CAM148,Spring Promotion,2025-05-28,Instagram,South,-51733.3333333333,6493.33333333333,2370.0,839.966666666667,794.633333333333,-49716.6666666667,166633.333333333,186500.0,3511.57466666667,46.9603333333333
CAM149,Clearance Sale,2025-05-29,Facebook,East,-52297.619047619,6527.61904761904,2383.71428571429,845.055952380953,799.50119047619,-50172.0238095238,167408.333333333,187632.142857143,3534.82423809524,47.2607261904762
CAM150,Loyalty Campaign,2025-05-30,Email,North,-52861.9047619047,6561.90476190476,2397.42857142857,850.145238095239,804.369047619047,-50627.380952381,168183.333333333,188764.285714286,3558.07380952381,47.561119047619
CAM151,Summer Sale,2025-05-31,Facebook,South,-53426.1904761904,6596.19047619047,2411.14285714286,855.234523809524,809.236904761904,-51082.7380952381,168958.333333333,189896.428571429,3581.32338095238,47.8615119047619
CAM152,Winter Offer,2025-06-01,Google Ads,North,-53990.4761904761,6630.47619047619,2424.85714285714,860.32380952381,814.104761904761,-51538.0952380953,169733.333333333,191028.571428571,3604.57295238095,48.1619047619047
CAM153,New Product Launch,2025-06-02,Instagram,West,-54554.7619047619,6664.7619047619,2438.57142857143,865.413095238096,818.972619047619,-51993.4523809524,170508.333333333,192160.714285714,3627.82252380953,48.4622976190476
CAM154,Brand Awareness,2025-06-03,YouTube,East,-55119.0476190476,6699.04761904761,2452.28571428571,870.502380952381,823.840476190476,-52448.8095238096,171283.333333333,193292.857142857,3651.0720952381,48.7626904761904
CAM155,Festival Campaign,2025-06-04,Facebook,South,-55683.3333333333,6733.33333333333,2466.0,875.591666666667,828.708333333333,-52904.1666666667,172058.333333333,194425.0,3674.32166666667,49.0630833333333
CAM156,Email Promotion,2025-06-05,Email,North,-56247.619047619,6767.61904761904,2479.71428571429,880.680952380953,833.57619047619,-53359.5238095238,172833.333333333,195557.142857143,3697.57123809524,49.3634761904762
CAM157,Retargeting,2025-06-06,Google Ads,West,-56811.9047619047,6801.90476190476,2493.42857142857,885.770238095239,838.444047619047,-53814.880952381,173608.333333333,196689.285714286,3720.82080952381,49.663869047619
CAM158,Product Discount,2025-06-07,Instagram,East,-57376.1904761904,6836.19047619047,2507.14285714286,890.859523809524,843.311904761904,-54270.2380952381,174383.333333333,197821.428571429,3744.07038095238,49.9642619047619
CAM159,Holiday Promotion,2025-06-08,Facebook,North,-57940.4761904761,6870.47619047619,2520.85714285714,895.94880952381,848.179761904761,-54725.5952380953,175158.333333333,198953.571428571,3767.31995238095,50.2646547619047
CAM160,Customer Reactivation,2025-06-09,Email,South,-58504.7619047619,6904.7619047619,2534.57142857143,901.038095238096,853.047619047619,-55180.9523809524,175933.333333333,200085.714285714,3790.56952380953,50.5650476190476
CAM161,Flash Sale,2025-06-10,Google Ads,East,-59069.0476190476,6939.04761904761,2548.28571428571,906.127380952381,857.915476190476,-55636.3095238096,176708.333333333,201217.857142857,3813.8190952381,50.8654404761904
CAM162,Referral Campaign,2025-06-11,Referral,West,-59633.3333333333,6973.33333333333,2562.0,911.216666666667,862.783333333333,-56091.6666666667,177483.333333333,202350.0,3837.06866666667,51.1658333333333
CAM163,Spring Promotion,2025-06-12,Instagram,South,-60197.619047619,7007.61904761904,2575.71428571429,916.305952380953,867.65119047619,-56547.0238095238,178258.333333333,203482.142857143,3860.31823809524,51.4662261904762
CAM164,Clearance Sale,2025-06-13,Facebook,East,-60761.9047619047,7041.90476190476,2589.42857142857,921.395238095239,872.519047619047,-57002.380952381,179033.333333333,204614.285714286,3883.56780952381,51.766619047619
CAM165,Loyalty Campaign,2025-06-14,Email,North,-61326.1904761904,7076.19047619047,2603.14285714286,926.484523809524,877.386904761904,-57457.7380952381,179808.333333333,205746.428571429,3906.81738095238,52.0670119047619
CAM166,Summer Sale,2025-06-15,Facebook,South,-61890.4761904761,7110.47619047619,2616.85714285714,931.57380952381,882.254761904761,-57913.0952380953,180583.333333333,206878.571428571,3930.06695238095,52.3674047619047
CAM167,Winter Offer,2025-06-16,Google Ads,North,-62454.7619047619,7144.7619047619,2630.57142857143,936.663095238096,887.122619047619,-58368.4523809524,181358.333333333,208010.714285714,3953.31652380953,52.6677976190476
CAM168,New Product Launch,2025-06-17,Instagram,West,-63019.0476190476,7179.04761904761,2644.28571428571,941.752380952381,891.990476190476,-58823.8095238096,182133.333333333,209142.857142857,3976.5660952381,52.9681904761904
CAM169,Brand Awareness,2025-06-18,YouTube,East,-63583.3333333333,7213.33333333333,2658.0,946.841666666667,896.858333333333,-59279.1666666667,182908.333333333,210275.0,3999.81566666667,53.2685833333333
CAM170,Festival Campaign,2025-06-19,Facebook,South,-64147.619047619,7247.61904761904,2671.71428571429,951.930952380953,901.72619047619,-59734.5238095238,183683.333333333,211407.142857143,4023.06523809524,53.5689761904762
CAM171,Email Promotion,2025-06-20,Email,North,-64711.9047619047,7281.90476190476,2685.42857142857,957.020238095239,906.594047619047,-60189.880952381,184458.333333333,212539.285714286,4046.31480952381,53.869369047619
CAM172,Retargeting,2025-06-21,Google Ads,West,-65276.1904761904,7316.19047619047,2699.14285714286,962.109523809524,911.461904761904,-60645.2380952381,185233.333333333,213671.428571429,4069.56438095238,54.1697619047619
CAM173,Product Discount,2025-06-22,Instagram,East,-65840.4761904761,7350.47619047618,2712.85714285714,967.19880952381,916.329761904761,-61100.5952380953,186008.333333333,214803.571428571,4092.81395238095,54.4701547619047
CAM174,Holiday Promotion,2025-06-23,Facebook,North,-66404.7619047619,7384.7619047619,2726.57142857143,972.288095238096,921.197619047619,-61555.9523809524,186783.333333333,215935.714285714,4116.06352380953,54.7705476190476
CAM175,Customer Reactivation,2025-06-24,Email,South,-66969.0476190476,7419.04761904761,2740.28571428571,977.377380952381,926.065476190476,-62011.3095238096,187558.333333333,217067.857142857,4139.3130952381,55.0709404761904
CAM176,Flash Sale,2025-06-25,Google Ads,East,-67533.3333333333,7453.33333333333,2754.0,982.466666666667,930.933333333333,-62466.6666666667,188333.333333333,218200.0,4162.56266666667,55.3713333333333
CAM177,Referral Campaign,2025-06-26,Referral,West,-68097.619047619,7487.61904761904,2767.71428571429,987.555952380953,935.80119047619,-62922.0238095238,189108.333333333,219332.142857143,4185.81223809524,55.6717261904762
CAM178,Spring Promotion,2025-06-27,Instagram,South,-68661.9047619047,7521.90476190476,2781.42857142857,992.645238095239,940.669047619047,-63377.380952381,189883.333333333,220464.285714286,4209.06180952381,55.972119047619
CAM179,Clearance Sale,2025-06-28,Facebook,East,-69226.1904761903,7556.19047619047,2795.14285714286,997.734523809524,945.536904761904,-63832.7380952381,190658.333333333,221596.428571429,4232.31138095238,56.2725119047619
CAM180,Loyalty Campaign,2025-06-29,Email,North,-69790.4761904763,7590.47619047618,2808.85714285714,1002.82380952381,950.404761904761,-64288.0952380953,191433.333333333,222728.571428571,4255.56095238095,56.5729047619047
CAM181,Summer Sale,2025-06-30,Facebook,South,-70354.7619047623,7624.7619047619,2822.57142857143,1007.9130952381,955.272619047619,-64743.4523809524,192208.333333333,223860.714285714,4278.81052380953,56.8732976190476
CAM182,Winter Offer,2025-07-01,Google Ads,North,-70919.0476190473,7659.04761904761,2836.28571428571,1013.00238095238,960.140476190476,-65198.8095238096,192983.333333333,224992.857142857,4302.0600952381,57.1736904761904
CAM183,New Product Launch,2025-07-02,Instagram,West,-71483.3333333333,7693.33333333333,2850.0,1018.09166666667,965.008333333333,-65654.1666666667,193758.333333333,226125.0,4325.30966666667,57.4740833333333
CAM184,Brand Awareness,2025-07-03,YouTube,East,-72047.6190476193,7727.61904761904,2863.71428571429,1023.18095238095,969.87619047619,-66109.5238095238,194533.333333333,227257.142857143,4348.55923809524,57.7744761904762
CAM185,Festival Campaign,2025-07-04,Facebook,South,-72611.9047619043,7761.90476190476,2877.42857142857,1028.27023809524,974.744047619047,-66564.880952381,195308.333333333,228389.285714286,4371.80880952381,58.074869047619
CAM186,Email Promotion,2025-07-05,Email,North,-73176.1904761903,7796.19047619047,2891.14285714286,1033.35952380952,979.611904761904,-67020.2380952381,196083.333333333,229521.428571429,4395.05838095238,58.3752619047619
CAM187,Retargeting,2025-07-06,Google Ads,West,-73740.4761904763,7830.47619047618,2904.85714285714,1038.44880952381,984.479761904761,-67475.5952380953,196858.333333333,230653.571428571,4418.30795238095,58.6756547619047
CAM188,Product Discount,2025-07-07,Instagram,East,-74304.7619047623,7864.7619047619,2918.57142857143,1043.5380952381,989.347619047619,-67930.9523809524,197633.333333333,231785.714285714,4441.55752380953,58.9760476190476
CAM189,Holiday Promotion,2025-07-08,Facebook,North,-74869.0476190473,7899.04761904761,2932.28571428571,1048.62738095238,994.215476190476,-68386.3095238096,198408.333333333,232917.857142857,4464.8070952381,59.2764404761904
CAM190,Customer Reactivation,2025-07-09,Email,South,-75433.3333333333,7933.33333333333,2946.0,1053.71666666667,999.083333333333,-68841.6666666667,199183.333333333,234050.0,4488.05666666667,59.5768333333333
CAM191,Flash Sale,2025-07-10,Google Ads,East,-75997.6190476193,7967.61904761904,2959.71428571429,1058.80595238095,1003.95119047619,-69297.0238095238,199958.333333333,235182.142857143,4511.30623809524,59.8772261904762
CAM192,Referral Campaign,2025-07-11,Referral,West,-76561.9047619043,8001.90476190476,2973.42857142857,1063.89523809524,1008.81904761905,-69752.380952381,200733.333333333,236314.285714286,4534.55580952381,60.177619047619
CAM193,Spring Promotion,2025-07-12,Instagram,South,-77126.1904761903,8036.19047619047,2987.14285714286,1068.98452380952,1013.6869047619,-70207.7380952381,201508.333333333,237446.428571429,4557.80538095238,60.4780119047619
CAM194,Clearance Sale,2025-07-13,Facebook,East,-77690.4761904763,8070.47619047618,3000.85714285714,1074.07380952381,1018.55476190476,-70663.0952380953,202283.333333333,238578.571428571,4581.05495238095,60.7784047619047
CAM195,Loyalty Campaign,2025-07-14,Email,North,-78254.7619047623,8104.7619047619,3014.57142857143,1079.1630952381,1023.42261904762,-71118.4523809524,203058.333333333,239710.714285714,4604.30452380953,61.0787976190476
CAM196,Summer Sale,2025-07-15,Facebook,South,-78819.0476190473,8139.04761904761,3028.28571428571,1084.25238095238,1028.29047619048,-71573.8095238096,203833.333333333,240842.857142857,4627.5540952381,61.3791904761904
CAM197,Winter Offer,2025-07-16,Google Ads,North,-79383.3333333333,8173.33333333333,3042.0,1089.34166666667,1033.15833333333,-72029.1666666667,204608.333333333,241975.0,4650.80366666667,61.6795833333333
CAM198,New Product Launch,2025-07-17,Instagram,West,-79947.6190476193,8207.61904761904,3055.71428571429,1094.43095238096,1038.02619047619,-72484.5238095238,205383.333333333,243107.142857143,4674.05323809524,61.9799761904762
CAM199,Brand Awareness,2025-07-18,YouTube,East,-80511.9047619043,8241.90476190476,3069.42857142857,1099.52023809524,1042.89404761905,-72939.880952381,206158.333333333,244239.285714286,4697.30280952381,62.280369047619
CAM200,Festival Campaign,2025-07-19,Facebook,South,-81076.1904761903,8276.19047619047,3083.14285714286,1104.60952380953,1047.7619047619,-73395.2380952381,206933.333333333,245371.428571429,4720.55238095238,62.5807619047619
CAM201,Email Promotion,2025-07-20,Email,North,-81640.4761904763,8310.47619047618,3096.85714285714,1109.69880952381,1052.62976190476,-73850.5952380953,207708.333333333,246503.571428571,4743.80195238095,62.8811547619047
CAM202,Retargeting,2025-07-21,Google Ads,West,-82204.7619047623,8344.7619047619,3110.57142857143,1114.7880952381,1057.49761904762,-74305.9523809524,208483.333333333,247635.714285714,4767.05152380953,63.1815476190476
CAM203,Product Discount,2025-07-22,Instagram,East,-82769.0476190473,8379.04761904761,3124.28571428571,1119.87738095238,1062.36547619048,-74761.3095238096,209258.333333333,248767.857142857,4790.3010952381,63.4819404761904
CAM204,Holiday Promotion,2025-07-23,Facebook,North,-83333.3333333333,8413.33333333333,3138.0,1124.96666666667,1067.23333333333,-75216.6666666667,210033.333333333,249900.0,4813.55066666667,63.7823333333333
CAM205,Customer Reactivation,2025-07-24,Email,South,-83897.6190476193,8447.61904761904,3151.71428571429,1130.05595238096,1072.10119047619,-75672.0238095238,210808.333333333,251032.142857143,4836.80023809524,64.0827261904762
CAM206,Flash Sale,2025-07-25,Google Ads,East,-84461.9047619043,8481.90476190476,3165.42857142857,1135.14523809524,1076.96904761905,-76127.380952381,211583.333333333,252164.285714286,4860.04980952381,64.383119047619
CAM207,Referral Campaign,2025-07-26,Referral,West,-85026.1904761903,8516.19047619047,3179.14285714286,1140.23452380953,1081.8369047619,-76582.7380952381,212358.333333333,253296.428571429,4883.29938095238,64.6835119047619
CAM208,Spring Promotion,2025-07-27,Instagram,South,-85590.4761904763,8550.47619047618,3192.85714285714,1145.32380952381,1086.70476190476,-77038.0952380953,213133.333333333,254428.571428571,4906.54895238095,64.9839047619047
CAM209,Clearance Sale,2025-07-28,Facebook,East,-86154.7619047623,8584.7619047619,3206.57142857143,1150.4130952381,1091.57261904762,-77493.4523809524,213908.333333333,255560.714285714,4929.79852380953,65.2842976190476
CAM210,Loyalty Campaign,2025-07-29,Email,North,-86719.0476190473,8619.04761904761,3220.28571428571,1155.50238095238,1096.44047619047,-77948.8095238096,214683.333333333,256692.857142857,4953.0480952381,65.5846904761904
CAM211,Summer Sale,2025-07-30,Facebook,South,-87283.3333333333,8653.33333333333,3234.0,1160.59166666667,1101.30833333333,-78404.1666666667,215458.333333333,257825.0,4976.29766666667,65.8850833333333
CAM212,Winter Offer,2025-07-31,Google Ads,North,-87847.6190476193,8687.61904761904,3247.71428571429,1165.68095238096,1106.17619047619,-78859.5238095238,216233.333333333,258957.142857143,4999.54723809524,66.1854761904762
CAM213,New Product Launch,2025-08-01,Instagram,West,-88411.9047619043,8721.90476190476,3261.42857142857,1170.77023809524,1111.04404761904,-79314.880952381,217008.333333333,260089.285714286,5022.79680952381,66.485869047619
CAM214,Brand Awareness,2025-08-02,YouTube,East,-88976.1904761903,8756.19047619047,3275.14285714286,1175.85952380953,1115.9119047619,-79770.2380952381,217783.333333333,261221.428571429,5046.04638095238,66.7862619047619
CAM215,Festival Campaign,2025-08-03,Facebook,South,-89540.4761904763,8790.47619047618,3288.85714285714,1180.94880952381,1120.77976190476,-80225.5952380953,218558.333333333,262353.571428571,5069.29595238095,67.0866547619047
CAM216,Email Promotion,2025-08-04,Email,North,-90104.7619047623,8824.7619047619,3302.57142857143,1186.0380952381,1125.64761904762,-80680.9523809524,219333.333333333,263485.714285714,5092.54552380953,67.3870476190476
CAM217,Retargeting,2025-08-05,Google Ads,West,-90669.0476190473,8859.04761904761,3316.28571428571,1191.12738095238,1130.51547619047,-81136.3095238096,220108.333333333,264617.857142857,5115.7950952381,67.6874404761904
CAM218,Product Discount,2025-08-06,Instagram,East,-91233.3333333333,8893.33333333333,3330.0,1196.21666666667,1135.38333333333,-81591.6666666667,220883.333333333,265750.0,5139.04466666667,67.9878333333333
CAM219,Holiday Promotion,2025-08-07,Facebook,North,-91797.6190476193,8927.61904761904,3343.71428571429,1201.30595238096,1140.25119047619,-82047.0238095238,221658.333333333,266882.142857143,5162.29423809524,68.2882261904761
CAM220,Customer Reactivation,2025-08-08,Email,South,-92361.9047619043,8961.90476190475,3357.42857142857,1206.39523809524,1145.11904761904,-82502.380952381,222433.333333333,268014.285714286,5185.54380952381,68.588619047619
CAM221,Flash Sale,2025-08-09,Google Ads,East,-92926.1904761903,8996.19047619047,3371.14285714286,1211.48452380953,1149.9869047619,-82957.7380952377,223208.333333333,269146.428571429,5208.79338095238,68.8890119047619
CAM222,Referral Campaign,2025-08-10,Referral,West,-93490.4761904763,9030.47619047618,3384.85714285714,1216.57380952381,1154.85476190476,-83413.0952380957,223983.333333333,270278.571428571,5232.04295238095,69.1894047619047
CAM223,Spring Promotion,2025-08-11,Instagram,South,-94054.7619047623,9064.7619047619,3398.57142857143,1221.6630952381,1159.72261904762,-83868.4523809527,224758.333333333,271410.714285714,5255.29252380953,69.4897976190476
CAM224,Clearance Sale,2025-08-12,Facebook,East,-94619.0476190473,9099.04761904761,3412.28571428571,1226.75238095238,1164.59047619047,-84323.8095238097,225533.333333333,272542.857142857,5278.5420952381,69.7901904761904
CAM225,Loyalty Campaign,2025-08-13,Email,North,-95183.3333333333,9133.33333333333,3426.0,1231.84166666667,1169.45833333333,-84779.1666666667,226308.333333333,273675.0,5301.79166666667,70.0905833333333
CAM226,Summer Sale,2025-08-14,Facebook,South,-95747.6190476193,9167.61904761904,3439.71428571429,1236.93095238096,1174.32619047619,-85234.5238095237,227083.333333333,274807.142857143,5325.04123809524,70.3909761904761
CAM227,Winter Offer,2025-08-15,Google Ads,North,-96311.9047619043,9201.90476190475,3453.42857142857,1242.02023809524,1179.19404761904,-85689.8809523807,227858.333333333,275939.285714286,5348.29080952381,70.691369047619
CAM228,New Product Launch,2025-08-16,Instagram,West,-96876.1904761903,9236.19047619047,3467.14285714286,1247.10952380953,1184.0619047619,-86145.2380952377,228633.333333333,277071.428571429,5371.54038095238,70.9917619047619
CAM229,Brand Awareness,2025-08-17,YouTube,East,-97440.4761904763,9270.47619047618,3480.85714285714,1252.19880952381,1188.92976190476,-86600.5952380957,229408.333333333,278203.571428571,5394.78995238095,71.2921547619047
CAM230,Festival Campaign,2025-08-18,Facebook,South,-98004.7619047623,9304.7619047619,3494.57142857143,1257.2880952381,1193.79761904762,-87055.9523809527,230183.333333333,279335.714285714,5418.03952380953,71.5925476190476
CAM231,Email Promotion,2025-08-19,Email,North,-98569.0476190473,9339.04761904761,3508.28571428571,1262.37738095238,1198.66547619047,-87511.3095238097,230958.333333333,280467.857142857,5441.2890952381,71.8929404761904
CAM232,Retargeting,2025-08-20,Google Ads,West,-99133.3333333333,9373.33333333333,3522.0,1267.46666666667,1203.53333333333,-87966.6666666667,231733.333333333,281600.0,5464.53866666667,72.1933333333333
CAM233,Product Discount,2025-08-21,Instagram,East,-99697.6190476193,9407.61904761904,3535.71428571429,1272.55595238096,1208.40119047619,-88422.0238095237,232508.333333333,282732.142857143,5487.78823809524,72.4937261904762
CAM234,Holiday Promotion,2025-08-22,Facebook,North,-100261.904761904,9441.90476190475,3549.42857142857,1277.64523809524,1213.26904761904,-88877.3809523807,233283.333333333,283864.285714286,5511.03780952381,72.794119047619
CAM235,Customer Reactivation,2025-08-23,Email,South,-100826.19047619,9476.19047619047,3563.14285714286,1282.73452380953,1218.1369047619,-89332.7380952377,234058.333333333,284996.428571429,5534.28738095238,73.0945119047619
CAM236,Flash Sale,2025-08-24,Google Ads,East,-101390.476190476,9510.47619047618,3576.85714285714,1287.82380952381,1223.00476190476,-89788.0952380957,234833.333333333,286128.571428571,5557.53695238095,73.3949047619047
CAM237,Referral Campaign,2025-08-25,Referral,West,-101954.761904762,9544.7619047619,3590.57142857143,1292.9130952381,1227.87261904762,-90243.4523809527,235608.333333333,287260.714285714,5580.78652380953,73.6952976190476
CAM238,Spring Promotion,2025-08-26,Instagram,South,-102519.047619047,9579.04761904761,3604.28571428571,1298.00238095238,1232.74047619047,-90698.8095238097,236383.333333333,288392.857142857,5604.0360952381,73.9956904761904
CAM239,Clearance Sale,2025-08-27,Facebook,East,-103083.333333333,9613.33333333333,3618.0,1303.09166666667,1237.60833333333,-91154.1666666667,237158.333333333,289525.0,5627.28566666667,74.2960833333333
CAM240,Loyalty Campaign,2025-08-28,Email,North,-103647.619047619,9647.61904761904,3631.71428571429,1308.18095238096,1242.47619047619,-91609.5238095237,237933.333333333,290657.142857143,5650.53523809524,74.5964761904762
CAM241,Summer Sale,2025-08-29,Facebook,South,-104211.904761904,9681.90476190476,3645.42857142857,1313.27023809524,1247.34404761904,-92064.8809523807,238708.333333333,291789.285714286,5673.78480952381,74.896869047619
CAM242,Winter Offer,2025-08-30,Google Ads,North,-104776.19047619,9716.19047619047,3659.14285714286,1318.35952380953,1252.2119047619,-92520.2380952377,239483.333333333,292921.428571429,5697.03438095238,75.1972619047619
CAM243,New Product Launch,2025-08-31,Instagram,West,-105340.476190476,9750.47619047618,3672.85714285714,1323.44880952381,1257.07976190476,-92975.5952380957,240258.333333333,294053.571428571,5720.28395238095,75.4976547619047
CAM244,Brand Awareness,2025-09-01,YouTube,East,-105904.761904762,9784.7619047619,3686.57142857143,1328.5380952381,1261.94761904762,-93430.9523809527,241033.333333333,295185.714285714,5743.53352380953,75.7980476190476
CAM245,Festival Campaign,2025-09-02,Facebook,South,-106469.047619047,9819.04761904761,3700.28571428571,1333.62738095238,1266.81547619047,-93886.3095238097,241808.333333333,296317.857142857,5766.7830952381,76.0984404761904
CAM246,Email Promotion,2025-09-03,Email,North,-107033.333333333,9853.33333333333,3714.0,1338.71666666667,1271.68333333333,-94341.6666666667,242583.333333333,297450.0,5790.03266666667,76.3988333333333
CAM247,Retargeting,2025-09-04,Google Ads,West,-107597.619047619,9887.61904761904,3727.71428571429,1343.80595238096,1276.55119047619,-94797.0238095237,243358.333333333,298582.142857143,5813.28223809524,76.6992261904762
CAM248,Product Discount,2025-09-05,Instagram,East,-108161.904761904,9921.90476190476,3741.42857142857,1348.89523809524,1281.41904761904,-95252.3809523807,244133.333333333,299714.285714286,5836.53180952381,76.999619047619
CAM249,Holiday Promotion,2025-09-06,Facebook,North,-108726.19047619,9956.19047619047,3755.14285714286,1353.98452380953,1286.2869047619,-95707.7380952377,244908.333333333,300846.428571429,5859.78138095238,77.3000119047619
CAM250,Customer Reactivation,2025-09-07,Email,South,-109290.476190476,9990.47619047618,3768.85714285714,1359.07380952381,1291.15476190476,-96163.0952380957,245683.333333333,301978.571428571,5883.03095238095,77.6004047619047
CAM251,Flash Sale,2025-09-08,Google Ads,East,-109854.761904762,10024.7619047619,3782.57142857143,1364.1630952381,1296.02261904762,-96618.4523809527,246458.333333333,303110.714285714,5906.28052380953,77.9007976190476
CAM252,Referral Campaign,2025-09-09,Referral,West,-110419.047619047,10059.0476190476,3796.28571428571,1369.25238095238,1300.89047619047,-97073.8095238097,247233.333333333,304242.857142857,5929.5300952381,78.2011904761904
CAM253,Spring Promotion,2025-09-10,Instagram,South,-110983.333333333,10093.3333333333,3810.0,1374.34166666667,1305.75833333333,-97529.1666666667,248008.333333333,305375.0,5952.77966666667,78.5015833333333
CAM254,Clearance Sale,2025-09-11,Facebook,East,-111547.619047619,10127.619047619,3823.71428571429,1379.43095238096,1310.62619047619,-97984.5238095237,248783.333333333,306507.142857143,5976.02923809524,78.8019761904762
CAM255,Loyalty Campaign,2025-09-12,Email,North,-112111.904761904,10161.9047619048,3837.42857142857,1384.52023809524,1315.49404761904,-98439.8809523807,249558.333333333,307639.285714286,5999.27880952381,79.102369047619
CAM256,Summer Sale,2025-09-13,Facebook,South,-112676.19047619,10196.1904761905,3851.14285714286,1389.60952380953,1320.3619047619,-98895.2380952377,250333.333333333,308771.428571429,6022.52838095238,79.4027619047619
CAM257,Winter Offer,2025-09-14,Google Ads,North,-113240.476190476,10230.4761904762,3864.85714285714,1394.69880952381,1325.22976190476,-99350.5952380957,251108.333333333,309903.571428571,6045.77795238095,79.7031547619047
CAM258,New Product Launch,2025-09-15,Instagram,West,-113804.761904762,10264.7619047619,3878.57142857143,1399.7880952381,1330.09761904762,-99805.9523809527,251883.333333333,311035.714285714,6069.02752380953,80.0035476190476
CAM259,Brand Awareness,2025-09-16,YouTube,East,-114369.047619047,10299.0476190476,3892.28571428571,1404.87738095238,1334.96547619047,-100261.30952381,252658.333333333,312167.857142857,6092.2770952381,80.3039404761904
CAM260,Festival Campaign,2025-09-17,Facebook,South,-114933.333333333,10333.3333333333,3906.0,1409.96666666667,1339.83333333333,-100716.666666667,253433.333333333,313300.0,6115.52666666667,80.6043333333333
CAM261,Email Promotion,2025-09-18,Email,North,-115497.619047619,10367.619047619,3919.71428571429,1415.05595238096,1344.70119047619,-101172.023809524,254208.333333333,314432.142857143,6138.77623809524,80.9047261904762
CAM262,Retargeting,2025-09-19,Google Ads,West,-116061.904761904,10401.9047619048,3933.42857142857,1420.14523809524,1349.56904761904,-101627.380952381,254983.333333333,315564.285714286,6162.02580952381,81.205119047619
CAM263,Product Discount,2025-09-20,Instagram,East,-116626.19047619,10436.1904761905,3947.14285714286,1425.23452380953,1354.4369047619,-102082.738095238,255758.333333333,316696.428571429,6185.27538095238,81.5055119047619
CAM264,Holiday Promotion,2025-09-21,Facebook,North,-117190.476190476,10470.4761904762,3960.85714285714,1430.32380952381,1359.30476190476,-102538.095238096,256533.333333333,317828.571428571,6208.52495238095,81.8059047619047
CAM265,Customer Reactivation,2025-09-22,Email,South,-117754.761904762,10504.7619047619,3974.57142857143,1435.4130952381,1364.17261904762,-102993.452380953,257308.333333333,318960.714285714,6231.77452380953,82.1062976190476
CAM266,Flash Sale,2025-09-23,Google Ads,East,-118319.047619047,10539.0476190476,3988.28571428571,1440.50238095238,1369.04047619047,-103448.80952381,258083.333333333,320092.857142857,6255.0240952381,82.4066904761904
CAM267,Referral Campaign,2025-09-24,Referral,West,-118883.333333333,10573.3333333333,4002.0,1445.59166666667,1373.90833333333,-103904.166666667,258858.333333333,321225.0,6278.27366666667,82.7070833333333
CAM268,Spring Promotion,2025-09-25,Instagram,South,-119447.619047619,10607.619047619,4015.71428571429,1450.68095238096,1378.77619047619,-104359.523809524,259633.333333333,322357.142857143,6301.52323809524,83.0074761904762
CAM269,Clearance Sale,2025-09-26,Facebook,East,-120011.904761904,10641.9047619048,4029.42857142857,1455.77023809524,1383.64404761904,-104814.880952381,260408.333333333,323489.285714286,6324.77280952381,83.307869047619
CAM270,Loyalty Campaign,2025-09-27,Email,North,-120576.19047619,10676.1904761905,4043.14285714286,1460.85952380953,1388.5119047619,-105270.238095238,261183.333333333,324621.428571429,6348.02238095238,83.6082619047619
CAM271,Summer Sale,2025-09-28,Facebook,South,-121140.476190476,10710.4761904762,4056.85714285714,1465.94880952381,1393.37976190476,-105725.595238096,261958.333333333,325753.571428571,6371.27195238095,83.9086547619047
