Region,Date,Order_ID,Customer_ID,Product_ID,Product_Name,Category,Quantity,Sales_Amount,Unit_Price,Discount,Profit,Cost,Order_Status,Sales_Channel,City,State,Country
North,2026-05-21,ORD1137,CUST137,PROD137,Monitor,Electronics,-9.1315789473684,60424.4360902255,68434.2105263158,5079.3984962406,14809.3233082707,19998.120300752,Completed,Online,Delhi,Delhi,India
South,2026-05-22,ORD1138,CUST138,PROD138,Desk,Furniture,-9.2421052631579,60270.6766917293,68778.9473684211,5088.72180451128,14799.8120300752,19677.2556390979,Completed,Store,Bengaluru,Karnataka,India
West,2026-05-23,ORD1139,CUST139,PROD139,Tablet,Electronics,-9.3526315789474,60116.9172932331,69123.6842105263,5098.04511278195,14790.3007518797,19356.3909774437,Completed,Online,Mumbai,Maharashtra,India
East,2026-05-24,ORD1140,CUST140,PROD140,Laptop,Electronics,-9.4631578947368,59963.1578947368,69468.4210526316,5107.36842105263,14780.7894736842,19035.5263157896,Completed,Store,Kolkata,West Bengal,India
North,2026-05-25,ORD1141,CUST141,PROD141,Laptop,Electronics,-9.5736842105263,59809.3984962406,69813.1578947368,5116.69172932331,14771.2781954887,18714.6616541354,Completed,Online,Delhi,Delhi,India
South,2026-05-26,ORD1142,CUST142,PROD142,Phone,Electronics,-9.6842105263158,59655.6390977443,70157.8947368421,5126.01503759398,14761.7669172932,18393.7969924813,Completed,Store,Bengaluru,Karnataka,India
West,2026-05-27,ORD1143,CUST143,PROD143,Chair,Furniture,-9.7947368421053,59501.8796992481,70502.6315789474,5135.33834586466,14752.2556390977,18072.9323308272,Completed,Online,Mumbai,Maharashtra,India
East,2026-05-28,ORD1144,CUST144,PROD144,Desk,Furniture,-9.9052631578947,59348.1203007519,70847.3684210526,5144.66165413534,14742.7443609022,17752.0676691731,Completed,Store,Kolkata,West Bengal,India
North,2026-05-29,ORD1145,CUST145,PROD145,Tablet,Electronics,-10.0157894736842,59194.3609022556,71192.1052631579,5153.98496240601,14733.2330827068,17431.2030075189,Completed,Online,Jaipur,Rajasthan,India
South,2026-05-30,ORD1146,CUST146,PROD146,Printer,Electronics,-10.1263157894737,59040.6015037594,71536.8421052632,5163.30827067669,14723.7218045113,17110.3383458648,Completed,Store,Chennai,Tamil Nadu,India
West,2026-05-31,ORD1147,CUST147,PROD147,Monitor,Electronics,-10.2368421052632,58886.8421052631,71881.5789473684,5172.63157894737,14714.2105263158,16789.4736842106,Completed,Online,Pune,Maharashtra,India
East,2026-06-01,ORD1148,CUST148,PROD148,Keyboard,Accessories,-10.3473684210526,58733.0827067669,72226.3157894737,5181.95488721804,14704.6992481203,16468.6090225565,Completed,Store,Bhubaneswar,Odisha,India
North,2026-06-02,ORD1149,CUST149,PROD149,Mouse,Accessories,-10.4578947368421,58579.3233082707,72571.052631579,5191.27819548872,14695.1879699248,16147.7443609024,Completed,Online,Lucknow,Uttar Pradesh,India
South,2026-06-03,ORD1150,CUST150,PROD150,Headphones,Accessories,-10.5684210526316,58425.5639097744,72915.7894736842,5200.6015037594,14685.6766917293,15826.8796992482,Completed,Online,Hyderabad,Telangana,India
West,2026-06-04,ORD1151,CUST151,PROD151,Sofa,Furniture,-10.6789473684211,58271.8045112782,73260.5263157895,5209.92481203007,14676.1654135338,15506.0150375941,Completed,Store,Ahmedabad,Gujarat,India
East,2026-06-05,ORD1152,CUST152,PROD152,Table,Furniture,-10.7894736842105,58118.0451127819,73605.2631578947,5219.24812030075,14666.6541353383,15185.15037594,Completed,Online,Patna,Bihar,India
North,2026-06-06,ORD1153,CUST153,PROD153,Laptop,Electronics,-10.9,57964.2857142857,73950.0,5228.57142857143,14657.1428571428,14864.2857142858,Completed,Store,Chandigarh,Chandigarh,India
South,2026-06-07,ORD1154,CUST154,PROD154,Phone,Electronics,-11.0105263157895,57810.5263157895,74294.7368421053,5237.8947368421,14647.6315789474,14543.4210526317,Completed,Online,Kochi,Kerala,India
West,2026-06-08,ORD1155,CUST155,PROD155,Office Chair,Furniture,-11.1210526315789,57656.7669172932,74639.4736842105,5247.21804511278,14638.1203007519,14222.5563909776,Completed,Store,Surat,Gujarat,India
East,2026-06-09,ORD1156,CUST156,PROD156,Printer,Electronics,-11.2315789473684,57503.007518797,74984.2105263158,5256.54135338346,14628.6090225564,13901.6917293234,Completed,Online,Ranchi,Jharkhand,India
North,2026-06-10,ORD1157,CUST157,PROD157,Monitor,Electronics,-11.3421052631579,57349.2481203007,75328.9473684211,5265.86466165413,14619.0977443609,13580.8270676693,Completed,Online,Delhi,Delhi,India
South,2026-06-11,ORD1158,CUST158,PROD158,Desk,Furniture,-11.4526315789474,57195.4887218045,75673.6842105263,5275.18796992481,14609.5864661654,13259.9624060152,Completed,Store,Bengaluru,Karnataka,India
West,2026-06-12,ORD1159,CUST159,PROD159,Tablet,Electronics,-11.5631578947368,57041.7293233082,76018.4210526316,5284.51127819549,14600.0751879699,12939.097744361,Completed,Online,Mumbai,Maharashtra,India
East,2026-06-13,ORD1160,CUST160,PROD160,Laptop,Electronics,-11.6736842105263,56887.969924812,76363.1578947368,5293.83458646616,14590.5639097744,12618.2330827069,Completed,Store,Kolkata,West Bengal,India
North,2026-06-14,ORD1161,CUST161,PROD161,Laptop,Electronics,-11.7842105263158,56734.2105263158,76707.8947368421,5303.15789473684,14581.0526315789,12297.3684210528,Completed,Online,Delhi,Delhi,India
South,2026-06-15,ORD1162,CUST162,PROD162,Phone,Electronics,-11.8947368421053,56580.4511278195,77052.6315789474,5312.48120300752,14571.5413533834,11976.5037593986,Completed,Store,Bengaluru,Karnataka,India
West,2026-06-16,ORD1163,CUST163,PROD163,Chair,Furniture,-12.0052631578947,56426.6917293233,77397.3684210526,5321.80451127819,14562.030075188,11655.6390977445,Completed,Online,Mumbai,Maharashtra,India
East,2026-06-17,ORD1164,CUST164,PROD164,Desk,Furniture,-12.1157894736842,56272.932330827,77742.1052631579,5331.12781954887,14552.5187969925,11334.7744360904,Completed,Store,Kolkata,West Bengal,India
North,2026-06-18,ORD1165,CUST165,PROD165,Tablet,Electronics,-12.2263157894737,56119.1729323308,78086.8421052632,5340.45112781955,14543.007518797,11013.9097744362,Completed,Online,Jaipur,Rajasthan,India
South,2026-06-19,ORD1166,CUST166,PROD166,Printer,Electronics,-12.3368421052632,55965.4135338346,78431.5789473684,5349.77443609022,14533.4962406015,10693.0451127821,Completed,Store,Chennai,Tamil Nadu,India
West,2026-06-20,ORD1167,CUST167,PROD167,Monitor,Electronics,-12.4473684210526,55811.6541353383,78776.3157894737,5359.0977443609,14523.984962406,10372.180451128,Completed,Online,Pune,Maharashtra,India
East,2026-06-21,ORD1168,CUST168,PROD168,Keyboard,Accessories,-12.5578947368421,55657.8947368421,79121.052631579,5368.42105263158,14514.4736842105,10051.3157894738,Completed,Store,Bhubaneswar,Odisha,India
North,2026-06-22,ORD1169,CUST169,PROD169,Mouse,Accessories,-12.6684210526316,55504.1353383458,79465.7894736842,5377.74436090225,14504.962406015,9730.45112781967,Completed,Online,Lucknow,Uttar Pradesh,India
South,2026-06-23,ORD1170,CUST170,PROD170,Headphones,Accessories,-12.7789473684211,55350.3759398496,79810.5263157895,5387.06766917293,14495.4511278195,9409.58646616548,Completed,Online,Hyderabad,Telangana,India
