Date,Region,Orders,Customers,Revenue,Cost,Profit,Units_Sold,Return_Rate
2025-03-18,Central,16,13.0,36343.45,25751.89,10591.56,34,1.98
2025-03-19,North,13,11.0,35282.65,23436.76,11845.89,28,4.22
2025-03-19,South,18,12.0,64217.79,39773.88,24443.91,37,6.39
2025-03-19,East,14,9.0,54719.27,35517.45,19201.82,18,5.98
2025-03-19,West,20,14.0,44939.52,25823.19,19116.33,42,4.9
2025-03-19,Central,10,6.0,39389.86,24604.86,14785.0,20,8.01
2025-03-20,North,10,8.0,33336.85,20262.12,13074.73,22,2.53
2025-03-20,South,21,17.0,66932.64,39732.08,27200.56,51,1.77
2025-03-20,East,14,9.0,41521.46,23090.0,18431.46,30,6.4
2025-03-20,West,10,6.0,33277.46,22186.44,11091.02,18,5.43
2025-03-20,Central,7,5.0,28264.54,19773.78,8490.76,16,5.93
2025-03-21,North,17,12.0,42237.55,27038.77,15198.78,36,2.13
2025-03-21,South,12,10.0,45646.52,29407.75,16238.77,23,3.39
2025-03-21,East,15,12.0,40611.34,27769.3,12842.04,26,4.45
2025-03-21,West,14,11.0,45586.65,27637.25,17949.4,35,5.16
2025-03-21,Central,12,8.0,28142.66,17593.6,10549.06,24,4.66
2025-03-22,North,12,8.0,27093.52,17376.58,9716.94,17,1.96
2025-03-22,South,18,13.0,63316.69,43602.18,19714.51,26,5.8
2025-03-22,East,19,15.0,52025.62,34889.64,17135.98,28,6.81
2025-03-22,West,14,9.0,54025.11,32246.95,21778.16,25,7.13
2025-03-22,Central,10,6.0,35182.16,19550.49,15631.67,22,5.16
2025-03-23,North,16,12.0,52217.07,33557.35,18659.72,40,1.84
2025-03-23,South,15,11.0,39188.09,27782.38,11405.71,22,2.15
2025-03-23,East,23,17.0,56036.75,35169.83,20866.92,36,2.03
2025-03-23,West,14,9.0,50511.43,31166.49,19344.94,18,6.31
2025-03-23,Central,18,12.0,70784.1,46904.79,23879.31,30,8.32
2025-03-24,North,14,11.0,45475.65,26600.7,18874.95,32,7.11
2025-03-24,South,17,11.0,48327.71,33800.93,14526.78,27,8.45
2025-03-24,East,26,21.0,83153.6,47385.87,35767.73,34,3.7
2025-03-24,West,15,12.0,62053.58,44404.28,17649.3,25,1.82
2025-03-24,Central,15,13.0,52655.7,32282.15,20373.55,26,4.15
2025-03-25,North,19,15.0,51500.96,34250.06,17250.9,27,4.77
2025-03-25,South,22,17.0,66643.16,39780.07,26863.09,56,3.67
2025-03-25,East,13,10.0,54291.17,38665.28,15625.89,19,2.34
2025-03-25,West,13,11.0,38641.87,25844.98,12796.89,19,7.84
2025-03-25,Central,8,5.0,30636.8,17807.16,12829.64,20,7.89
2025-03-26,North,20,13.0,54205.53,31980.1,22225.43,51,2.66
2025-03-26,South,19,12.0,62464.64,35107.91,27356.73,30,7.98
2025-03-26,East,17,13.0,47520.29,31981.86,15538.43,32,6.28
2025-03-26,West,12,9.0,35052.05,23263.17,11788.88,25,8.3
2025-03-26,Central,7,5.0,24717.08,15889.7,8827.38,16,2.61
2025-03-27,North,16,10.0,49467.31,32083.79,17383.52,28,1.79
2025-03-27,South,16,10.0,65626.89,43217.21,22409.68,38,3.81
2025-03-27,East,18,12.0,66968.09,47391.54,19576.55,36,5.28
2025-03-27,West,13,8.0,46180.18,27696.28,18483.9,29,5.88
2025-03-27,Central,16,13.0,40762.53,28992.31,11770.22,36,5.07
2025-03-28,North,14,11.0,31066.81,19855.64,11211.17,31,4.66
2025-03-28,South,19,13.0,50664.44,29110.98,21553.46,33,4.12
2025-03-28,East,15,10.0,47714.16,32347.41,15366.75,26,1.5
2025-03-28,West,21,14.0,63079.61,36944.4,26135.21,51,5.5
2025-03-28,Central,17,12.0,61652.77,41746.76,19906.01,35,4.89
2025-03-29,North,14,10.0,37728.67,22851.12,14877.55,29,7.47
2025-03-29,South,17,11.0,47350.35,30771.12,16579.23,32,6.33
2025-03-29,East,15,11.0,47096.83,31766.05,15330.78,21,7.97
2025-03-29,West,18,15.0,63957.78,38013.45,25944.33,33,7.14
2025-03-29,Central,13,10.0,52173.99,37395.16,14778.83,28,5.14
2025-03-30,North,10,8.0,33265.06,18661.86,14603.2,14,5.68
2025-03-30,South,15,11.0,39967.33,23145.29,16822.04,28,2.63
2025-03-30,East,19,15.0,50859.43,32793.42,18066.01,48,2.23
2025-03-30,West,15,13.0,45758.14,31709.36,14048.78,22,6.73
2025-03-30,Central,16,11.0,46888.53,27944.37,18944.16,25,2.41
2025-03-31,North,13,9.0,36075.58,25408.29,10667.29,25,2.67
2025-03-31,South,14,10.0,42217.06,28801.29,13415.77,19,3.45
2025-03-31,East,11,7.0,34883.05,24787.53,10095.52,25,6.56
2025-03-31,West,13,9.0,43546.72,25219.27,18327.45,22,3.76
2025-03-31,Central,19,14.0,72954.5,46460.0,26494.5,26,7.06
2025-04-01,North,9,6.0,31839.91,21648.24,10191.67,18,2.46
2025-04-01,South,19,15.0,70226.19,39385.57,30840.62,30,4.97
2025-04-01,East,17,12.0,54741.73,34955.5,19786.23,36,8.32
2025-04-01,West,13,10.0,39942.14,23639.9,16302.24,18,5.34
2025-04-01,Central,13,9.0,51366.61,32753.19,18613.42,29,7.47
2025-04-02,North,15,10.0,62830.13,38390.84,24439.29,21,2.37
2025-04-02,South,16,13.0,61844.53,39875.33,21969.2,40,2.71
2025-04-02,East,11,7.0,39673.23,23074.42,16598.81,24,4.96
2025-04-02,West,21,17.0,66659.03,44219.4,22439.63,29,4.48
2025-04-02,Central,15,12.0,59558.42,33340.69,26217.73,31,1.61
2025-04-03,North,14,11.0,40830.54,27152.14,13678.4,28,4.87
2025-04-03,South,15,11.0,45414.49,26455.76,18958.73,33,4.83
2025-04-03,East,19,14.0,63944.92,44565.48,19379.44,40,6.25
2025-04-03,West,19,14.0,65620.17,40733.63,24886.54,36,4.35
2025-04-03,Central,17,13.0,46284.47,30264.3,16020.17,38,4.92
2025-04-04,North,20,14.0,68527.53,42018.59,26508.94,50,7.55
2025-04-04,South,11,9.0,43279.61,25049.39,18230.22,18,4.38
2025-04-04,East,11,8.0,44426.93,26342.39,18084.54,17,5.77
2025-04-04,West,13,11.0,48636.19,34031.47,14604.72,20,2.4
2025-04-04,Central,26,19.0,71933.2,45971.86,25961.34,48,3.02
2025-04-05,North,21,17.0,52662.47,29004.1,23658.37,27,7.66
2025-04-05,South,19,15.0,48376.29,32591.1,15785.19,35,5.41
2025-04-05,East,12,9.0,29380.74,18206.09,11174.65,28,5.19
2025-04-05,West,13,9.0,41446.03,23345.49,18100.54,28,2.06
2025-04-05,Central,14,11.0,31617.64,21131.78,10485.86,24,2.29
2025-04-06,North,18,12.0,69607.64,39507.01,30100.63,28,6.84
2025-04-06,South,15,12.0,39973.53,27267.57,12705.96,27,2.96
2025-04-06,East,17,13.0,42441.97,27786.15,14655.82,39,5.03
2025-04-06,West,12,9.0,43225.44,26811.52,16413.92,17,4.79
2025-04-06,Central,26,19.0,86734.33,47975.05,38759.28,59,5.47
2025-04-07,North,9,7.0,21223.36,13020.53,8202.83,14,4.67
2025-04-07,South,16,10.0,39088.11,25155.98,13932.13,22,3.05
2025-04-07,East,18,15.0,73622.49,45844.98,27777.51,28,3.86
2025-04-07,West,18,14.0,57869.56,39789.54,18080.02,42,2.11
2025-04-07,Central,17,14.0,58041.35,37732.55,20308.8,40,3.11
2025-04-08,North,10,7.0,25168.56,16649.3,8519.26,17,7.87
2025-04-08,South,22,16.0,68574.02,40868.4,27705.62,40,1.55
2025-04-08,East,19,14.0,50268.27,33341.16,16927.11,32,3.12
2025-04-08,West,8,6.0,23607.11,13145.76,10461.35,18,4.93
2025-04-08,Central,20,14.0,50756.11,32381.98,18374.13,37,8.29
2025-04-09,North,14,9.0,34399.44,24088.82,10310.62,34,1.93
2025-04-09,South,19,12.0,51296.48,29782.17,21514.31,26,2.59
2025-04-09,East,17,14.0,46956.54,31253.33,15703.21,43,4.58
2025-04-09,West,17,11.0,68951.33,43547.54,25403.79,43,7.39
2025-04-09,Central,7,5.0,27749.65,16682.67,11066.98,10,2.69
2025-04-10,North,16,14.0,42698.14,25027.91,17670.23,29,8.13
2025-04-10,South,21,13.0,47244.12,33798.52,13445.6,50,4.39
2025-04-10,East,13,10.0,37879.65,25271.42,12608.23,21,5.19
2025-04-10,West,14,12.0,55786.59,36537.36,19249.23,25,2.12
2025-04-10,Central,14,10.0,43644.59,24087.43,19557.16,29,4.66
2025-04-11,North,20,14.0,58589.57,39385.69,19203.88,47,3.46
2025-04-11,South,18,13.0,43242.6,28412.54,14830.06,38,5.28
2025-04-11,East,6,4.0,21605.05,13600.41,8004.64,7,3.62
2025-04-11,West,16,13.0,50250.07,33433.47,16816.6,25,6.5
2025-04-11,Central,12,8.0,28192.32,15728.84,12463.48,17,2.1
2025-04-12,North,11,8.0,31758.14,21909.27,9848.87,15,4.12
2025-04-12,South,15,11.0,44190.36,26834.52,17355.84,33,4.85
2025-04-12,East,8,6.0,31807.35,21250.81,10556.54,19,5.29
2025-04-12,West,11,7.0,33015.57,18316.98,14698.59,19,5.66
2025-04-12,Central,11,9.0,32477.07,22302.35,10174.72,24,4.48
2025-04-13,North,15,12.0,37114.28,20512.8,16601.48,29,1.52
2025-04-13,South,16,13.0,48875.6,32468.54,16407.06,35,7.77
2025-04-13,East,12,10.0,47755.95,28770.33,18985.62,30,6.01
2025-04-13,West,11,7.0,39159.57,27304.0,11855.57,18,3.13
2025-04-13,Central,15,12.0,48084.17,30682.96,17401.21,29,6.32
2025-04-14,North,10,7.0,38535.8,24332.06,14203.74,18,6.05
2025-04-14,South,10,7.0,24214.16,16856.13,7358.03,23,6.55
2025-04-14,East,20,17.0,49578.5,34782.93,14795.57,48,8.42
2025-04-14,West,17,14.0,64509.25,36687.89,27821.36,40,5.54
2025-04-14,Central,14,10.0,56420.5,32546.39,23874.11,30,7.33
2025-04-15,North,17,14.0,40315.2,25145.87,15169.33,30,4.17
2025-04-15,South,14,10.0,42133.25,28712.63,13420.62,29,4.6
2025-04-15,East,21,18.0,51361.9,31809.11,19552.79,46,5.03
2025-04-15,West,14,11.0,57584.19,35850.55,21733.64,32,6.1
2025-04-15,Central,12,10.0,26951.59,19264.84,7686.75,21,7.75
2025-04-16,North,11,7.0,27176.45,19028.44,8148.01,15,2.8
2025-04-16,South,15,13.0,40077.51,27532.12,12545.39,25,8.02
2025-04-16,East,17,14.0,63024.11,37253.02,25771.09,35,4.95
2025-04-16,West,11,8.0,39339.58,22102.05,17237.53,28,7.96
2025-04-16,Central,11,7.0,27579.95,18714.37,8865.58,15,4.23
2025-04-17,North,27,21.0,98508.75,56590.65,41918.1,55,7.83
2025-04-17,South,18,12.0,54172.8,29800.16,24372.64,46,4.69
2025-04-17,East,21,17.0,83162.43,58313.27,24849.16,30,7.63
2025-04-17,West,22,15.0,89767.2,62817.03,26950.17,39,3.86
2025-04-17,Central,16,12.0,63179.12,36635.32,26543.8,31,4.65
2025-04-18,North,18,15.0,49503.87,30157.22,19346.65,31,4.61
2025-04-18,South,18,13.0,62235.0,41021.79,21213.21,24,4.07
2025-04-18,East,18,13.0,50451.2,32222.49,18228.71,23,8.05
2025-04-18,West,15,10.0,54256.12,34560.97,19695.15,22,3.17
2025-04-18,Central,21,14.0,87487.3,56542.47,30944.83,40,2.28
2025-04-19,North,22,18.0,57079.88,36358.59,20721.29,43,1.77
2025-04-19,South,19,13.0,64766.38,42414.12,22352.26,35,1.54
2025-04-19,East,13,10.0,35988.4,20085.03,15903.37,29,7.54
2025-04-19,West,21,17.0,63309.08,41125.39,22183.69,40,8.47
2025-04-19,Central,17,15.0,64386.11,37062.59,27323.52,29,6.3
2025-04-20,North,17,12.0,61935.07,37347.42,24587.65,24,7.17
2025-04-20,South,21,14.0,80329.72,56444.48,23885.24,54,1.53
2025-04-20,East,20,14.0,82291.34,49990.1,32301.24,47,6.47
2025-04-20,West,17,11.0,60609.7,33828.28,26781.42,26,2.74
2025-04-20,Central,20,17.0,63576.96,35933.53,27643.43,26,2.08
2025-04-21,North,20,16.0,75734.31,46165.44,29568.87,27,3.89
2025-04-21,South,15,12.0,58086.6,34361.69,23724.91,22,7.07
2025-04-21,East,23,20.0,54273.47,37116.65,17156.82,49,4.73
2025-04-21,West,19,16.0,79486.66,55176.37,24310.29,45,8.03
2025-04-21,Central,12,9.0,35293.69,20806.12,14487.57,23,2.54
2025-04-22,North,14,11.0,49690.77,32236.05,17454.72,32,6.17
2025-04-22,South,12,10.0,37597.8,21152.09,16445.71,17,8.34
2025-04-22,East,13,8.0,50024.83,27726.35,22298.48,27,2.55
2025-04-22,West,17,14.0,54077.67,31190.99,22886.68,22,4.1
2025-04-22,Central,9,6.0,28404.5,19565.11,8839.39,21,8.15
2025-04-23,North,12,10.0,49528.02,30895.66,18632.36,28,3.68
2025-04-23,South,11,9.0,37221.86,23617.44,13604.42,22,7.14
2025-04-23,East,10,7.0,22321.26,12735.11,9586.15,24,4.16
2025-04-23,West,13,9.0,46890.25,29626.47,17263.78,22,2.8
2025-04-23,Central,14,9.0,48801.84,34263.64,14538.2,22,7.79
2025-04-24,North,16,13.0,63652.3,42204.36,21447.94,28,8.07
2025-04-24,South,18,14.0,61027.8,34547.33,26480.47,25,5.89
2025-04-24,East,15,10.0,52468.52,31090.7,21377.82,28,5.46
2025-04-24,West,22,18.0,74436.13,52613.89,21822.24,37,4.4
2025-04-24,Central,21,14.0,56785.84,36281.72,20504.12,43,8.44
2025-04-25,North,22,17.0,55352.82,30857.82,24495.0,55,8.46
2025-04-25,South,16,13.0,55690.13,30844.55,24845.58,34,2.69
2025-04-25,East,17,12.0,64192.0,44444.69,19747.31,40,2.77
2025-04-25,West,14,9.0,53338.08,37506.47,15831.61,31,7.64
2025-04-25,Central,25,21.0,63648.02,40405.08,23242.94,42,5.04
2025-04-26,North,14,9.0,38716.71,25355.27,13361.44,21,3.32
2025-04-26,South,16,14.0,52136.66,35611.9,16524.76,36,6.0
2025-04-26,East,13,8.0,53328.2,32235.62,21092.58,30,8.43
2025-04-26,West,19,15.0,62726.4,38820.26,23906.14,41,7.15
2025-04-26,Central,12,9.0,46292.91,29106.78,17186.13,20,1.82
2025-04-27,North,15,11.0,45795.8,25933.67,19862.13,21,6.09
2025-04-27,South,12,9.0,34953.27,20090.44,14862.83,27,6.11
2025-04-27,East,17,12.0,43272.79,28491.78,14781.01,28,6.12
2025-04-27,West,14,11.0,44338.38,26565.83,17772.55,19,7.47
2025-04-27,Central,15,11.0,37000.87,26297.44,10703.43,34,7.68
2025-04-28,North,13,9.0,45508.42,31540.5,13967.92,32,5.75
2025-04-28,South,21,18.0,65660.38,38113.15,27547.23,33,6.49
2025-04-28,East,8,5.0,22717.64,15514.3,7203.34,18,7.02
2025-04-28,West,17,14.0,41127.05,26208.12,14918.93,22,2.39
2025-04-28,Central,17,12.0,47849.28,33406.04,14443.24,32,8.17
2025-04-29,North,14,9.0,56993.04,33907.72,23085.32,35,5.42
2025-04-29,South,17,12.0,53728.51,31067.05,22661.46,40,8.42
2025-04-29,East,12,10.0,49100.09,34322.47,14777.62,21,5.01
2025-04-29,West,13,9.0,36488.08,25084.98,11403.1,28,7.61
2025-04-29,Central,13,8.0,50591.14,36001.9,14589.24,28,4.55
2025-04-30,North,13,10.0,43819.9,26589.69,17230.21,21,1.5
2025-04-30,South,19,13.0,51395.13,30323.65,21071.48,36,7.19
2025-04-30,East,17,12.0,43644.99,30289.65,13355.34,26,1.52
2025-04-30,West,19,16.0,55009.34,30323.54,24685.8,27,4.72
2025-04-30,Central,20,16.0,59186.75,39202.08,19984.67,38,4.54
2025-05-01,North,14,10.0,40506.06,24044.01,16462.05,26,4.17
2025-05-01,South,16,13.0,67076.6,43906.92,23169.68,22,6.82
2025-05-01,East,15,13.0,62127.26,36603.03,25524.23,32,6.67
2025-05-01,West,15,11.0,57001.02,31563.47,25437.55,20,3.28
2025-05-01,Central,18,14.0,71605.56,48092.04,23513.52,45,5.26
2025-05-02,North,17,13.0,63365.63,43144.86,20220.77,33,6.04
2025-05-02,South,18,13.0,46276.81,27406.51,18870.3,28,4.46
2025-05-02,East,11,9.0,42750.73,27453.77,15296.96,14,3.5
2025-05-02,West,16,11.0,62037.03,39495.16,22541.87,32,6.21
2025-05-02,Central,14,12.0,54847.92,36110.38,18737.54,32,5.09
2025-05-03,North,17,12.0,41739.95,25845.74,15894.21,37,6.18
2025-05-03,South,23,17.0,72108.15,44546.16,27561.99,33,4.94
2025-05-03,East,17,12.0,59515.03,35421.21,24093.82,42,1.68
2025-05-03,West,13,9.0,32423.11,20023.19,12399.92,27,5.78
2025-05-03,Central,14,12.0,57791.28,33044.24,24747.04,35,8.17
2025-05-04,North,8,6.0,31010.75,18709.69,12301.06,13,2.41
2025-05-04,South,8,6.0,27017.71,15256.17,11761.54,17,4.4
2025-05-04,East,19,12.0,53246.98,36596.58,16650.4,31,5.85
2025-05-04,West,12,9.0,46492.6,27702.3,18790.3,15,6.46
2025-05-04,Central,14,11.0,33279.72,22729.36,10550.36,32,6.64
2025-05-05,North,12,9.0,35662.86,21075.91,14586.95,26,4.85
2025-05-05,South,15,10.0,50508.2,31486.81,19021.39,29,6.21
2025-05-05,East,14,9.0,36886.99,22563.02,14323.97,32,5.97
2025-05-05,West,17,13.0,65597.47,44483.57,21113.9,27,7.18
2025-05-05,Central,10,8.0,38346.45,26315.06,12031.39,13,3.83
2025-05-06,North,20,17.0,76423.81,42851.35,33572.46,31,3.83
2025-05-06,South,20,17.0,69723.07,44894.81,24828.26,30,2.18
2025-05-06,East,17,14.0,68785.46,42508.54,26276.92,30,3.73
2025-05-06,West,11,7.0,30552.0,21264.64,9287.36,26,7.52
2025-05-06,Central,15,12.0,42558.23,23535.6,19022.63,31,4.73
2025-05-07,North,21,18.0,64074.41,35822.36,28252.05,54,5.94
2025-05-07,South,19,15.0,50792.43,35811.28,14981.15,38,6.27
2025-05-07,East,15,10.0,52813.23,29094.11,23719.12,22,3.88
2025-05-07,West,22,19.0,64125.88,43549.52,20576.36,49,8.26
2025-05-07,Central,18,13.0,54794.44,32950.58,21843.86,41,6.05
2025-05-08,North,19,13.0,69657.85,40155.22,29502.63,38,1.62
2025-05-08,South,22,15.0,52294.1,34666.94,17627.16,44,3.24
2025-05-08,East,11,7.0,32744.2,21206.93,11537.27,22,4.45
2025-05-08,West,19,14.0,43436.26,29442.23,13994.03,45,5.54
2025-05-08,Central,19,15.0,67785.29,43344.43,24440.86,46,3.25
2025-05-09,North,22,18.0,78078.47,53424.93,24653.54,28,1.57
2025-05-09,South,8,6.0,30572.34,21518.11,9054.23,14,6.42
2025-05-09,East,12,8.0,33859.02,18989.28,14869.74,26,4.99
2025-05-09,West,17,13.0,50928.28,32508.12,18420.16,26,7.15
2025-05-09,Central,9,6.0,24294.61,16064.24,8230.37,11,4.81
2025-05-10,North,13,8.0,45654.02,30087.98,15566.04,20,4.05
2025-05-10,South,15,11.0,61328.57,41405.97,19922.6,31,8.31
2025-05-10,East,11,7.0,33462.36,24005.86,9456.5,15,4.55
2025-05-10,West,11,9.0,32134.91,22296.98,9837.93,21,7.41
2025-05-10,Central,9,5.0,30692.39,18164.48,12527.91,17,5.1
2025-05-11,North,17,11.0,43507.87,31162.32,12345.55,44,6.54
2025-05-11,South,17,14.0,66905.31,47148.87,19756.44,37,4.95
2025-05-11,East,14,9.0,51401.85,33759.11,17642.74,22,2.16
2025-05-11,West,26,22.0,102035.98,66087.39,35948.59,55,6.88
2025-05-11,Central,18,12.0,73261.74,48310.24,24951.5,30,5.23
2025-05-12,North,13,11.0,28643.08,17373.43,11269.65,19,3.97
2025-05-12,South,10,6.0,31794.59,22351.62,9442.97,24,6.18
2025-05-12,East,11,9.0,28472.04,19480.02,8992.02,18,1.88
2025-05-12,West,11,8.0,26188.2,16791.85,9396.35,24,2.38
2025-05-12,Central,15,11.0,58058.48,36558.37,21500.11,21,6.36
2025-05-13,North,17,14.0,59713.63,41727.78,17985.85,28,2.78
2025-05-13,South,22,19.0,91123.01,57815.95,33307.06,32,5.63
2025-05-13,East,15,9.0,38786.96,22344.79,16442.17,37,8.26
2025-05-13,West,11,9.0,43165.45,27259.36,15906.09,22,3.64
2025-05-13,Central,13,10.0,42434.47,25931.52,16502.95,23,4.83
2025-05-14,North,17,15.0,69697.98,44082.77,25615.21,40,7.74
2025-05-14,South,18,12.0,58776.04,37838.92,20937.12,28,1.74
2025-05-14,East,18,11.0,60557.37,34726.44,25830.93,35,7.61
2025-05-14,West,10,8.0,22474.63,12496.1,9978.53,21,2.96
2025-05-14,Central,21,15.0,60319.27,37355.79,22963.48,49,4.96
2025-05-15,North,10,7.0,27931.58,17276.69,10654.89,25,3.33
2025-05-15,South,13,11.0,38286.35,25451.36,12834.99,29,2.33
2025-05-15,East,15,13.0,56973.16,35959.48,21013.68,22,3.99
2025-05-15,West,18,15.0,55197.9,36942.51,18255.39,36,3.73
2025-05-15,Central,17,13.0,64520.3,42653.59,21866.71,22,2.67
2025-05-16,North,13,10.0,49201.33,35090.0,14111.33,29,5.85
2025-05-16,South,14,12.0,42018.84,26350.8,15668.04,28,2.2
2025-05-16,East,13,10.0,29003.13,17865.24,11137.89,32,2.58
2025-05-16,West,15,13.0,44409.1,28501.43,15907.67,28,2.46
2025-05-16,Central,17,11.0,69363.92,49233.19,20130.73,34,7.08
2025-05-17,North,15,11.0,62106.0,36592.01,25513.99,21,3.62
2025-05-17,South,16,12.0,62422.35,37495.77,24926.58,25,5.15
2025-05-17,East,16,13.0,51389.49,31811.58,19577.91,32,7.65
2025-05-17,West,6,4.0,15462.59,8816.12,6646.47,9,1.61
2025-05-17,Central,12,10.0,43542.12,27193.23,16348.89,18,5.1
2025-05-18,North,12,9.0,30906.2,22050.71,8855.49,24,5.23
2025-05-18,South,13,8.0,52393.22,35896.66,16496.56,18,3.66
2025-05-18,East,18,15.0,63151.56,34799.86,28351.7,27,3.73
2025-05-18,West,23,15.0,74109.07,51631.47,22477.6,32,2.59
2025-05-18,Central,12,10.0,39178.02,24385.48,14792.54,20,2.1
2025-05-19,North,14,12.0,44074.4,31562.35,12512.05,32,6.91
2025-05-19,South,16,11.0,54075.91,33166.44,20909.47,37,4.1
2025-05-19,East,14,11.0,35562.6,22433.24,13129.36,23,4.9
2025-05-19,West,16,13.0,35952.37,21091.68,14860.69,26,1.6
2025-05-19,Central,14,11.0,51867.46,32176.64,19690.82,31,7.72
2025-05-20,North,17,14.0,40754.95,25328.25,15426.7,25,3.67
2025-05-20,South,12,10.0,47741.65,32551.79,15189.86,30,7.98
2025-05-20,East,15,12.0,36156.19,21214.12,14942.07,21,8.1
2025-05-20,West,12,8.0,32045.89,17891.7,14154.19,24,3.52
2025-05-20,Central,19,12.0,68930.66,46211.8,22718.86,26,7.39
2025-05-21,North,17,11.0,60519.72,36675.53,23844.19,27,6.79
2025-05-21,South,14,9.0,34623.18,19588.14,15035.04,26,7.43
2025-05-21,East,18,15.0,42172.98,24811.9,17361.08,35,7.15
2025-05-21,West,13,9.0,44063.05,28929.32,15133.73,20,4.5
2025-05-21,Central,16,14.0,39066.81,26489.46,12577.35,41,2.91
2025-05-22,North,22,15.0,75642.71,44479.47,31163.24,46,4.89
2025-05-22,South,25,17.0,98901.83,62138.11,36763.72,40,6.79
2025-05-22,East,19,15.0,57381.13,36380.17,21000.96,40,7.31
2025-05-22,West,12,9.0,30875.68,21899.0,8976.68,19,7.0
2025-05-22,Central,16,13.0,35785.68,24444.26,11341.42,26,3.36
2025-05-23,North,12,8.0,33460.25,20168.56,13291.69,30,4.72
2025-05-23,South,14,12.0,50937.7,35667.97,15269.73,27,4.72
2025-05-23,East,13,10.0,45645.24,27924.48,17720.76,20,6.36
2025-05-23,West,12,8.0,28034.85,16467.05,11567.8,27,6.36
2025-05-23,Central,15,12.0,59682.39,41795.23,17887.16,32,7.08
2025-05-24,North,18,15.0,57720.99,33236.94,24484.05,38,8.35
2025-05-24,South,10,8.0,36480.21,25443.06,11037.15,15,8.38
2025-05-24,East,16,10.0,37633.08,22332.53,15300.55,31,8.25
2025-05-24,West,17,12.0,64356.42,41417.03,22939.39,36,5.08
2025-05-24,Central,17,13.0,53122.23,32965.19,20157.04,42,4.46
2025-05-25,North,20,14.0,44495.89,28074.88,16421.01,29,3.14
2025-05-25,South,18,13.0,58926.71,37371.06,21555.65,44,8.03
2025-05-25,East,18,12.0,72499.11,49970.23,22528.88,31,3.79
2025-05-25,West,18,13.0,49207.85,28994.99,20212.86,38,5.06
2025-05-25,Central,12,9.0,50373.9,29218.56,21155.34,21,3.03
2025-05-26,North,13,8.0,30985.81,20296.26,10689.55,25,2.57
2025-05-26,South,9,7.0,34750.23,20153.57,14596.66,18,5.24
2025-05-26,East,17,14.0,38263.97,23920.67,14343.3,42,4.51
2025-05-26,West,12,10.0,48851.86,28786.48,20065.38,18,1.63
2025-05-26,Central,11,8.0,31871.51,22447.5,9424.01,15,5.88
2025-05-27,North,14,11.0,52812.95,37895.6,14917.35,24,4.54
2025-05-27,South,14,12.0,31641.64,18733.3,12908.34,35,1.84
2025-05-27,East,19,15.0,63548.21,42854.59,20693.62,32,6.04
2025-05-27,West,10,7.0,22774.78,14976.02,7798.76,25,5.83
2025-05-27,Central,14,9.0,36606.97,20702.83,15904.14,28,7.72
2025-05-28,North,11,8.0,25027.72,15268.61,9759.11,26,8.1
2025-05-28,South,16,14.0,37140.36,22167.6,14972.76,32,3.9
2025-05-28,East,12,10.0,44438.52,27556.5,16882.02,22,7.23
2025-05-28,West,10,8.0,27464.24,15998.19,11466.05,23,3.94
2025-05-28,Central,15,11.0,51216.27,29071.12,22145.15,21,7.93
2025-05-29,North,14,9.0,56583.14,34097.25,22485.89,24,6.2
2025-05-29,South,15,12.0,35105.89,23483.22,11622.67,21,7.06
2025-05-29,East,13,10.0,37280.39,25133.72,12146.67,25,3.46
2025-05-29,West,14,10.0,41720.64,26419.5,15301.14,20,3.53
2025-05-29,Central,10,6.0,30456.3,20229.91,10226.39,17,2.76
2025-05-30,North,9,6.0,22156.86,12845.12,9311.74,15,5.03
2025-05-30,South,11,7.0,35104.71,22088.82,13015.89,16,2.49
2025-05-30,East,13,10.0,51423.93,30235.76,21188.17,20,1.73
2025-05-30,West,17,11.0,68668.27,48663.92,20004.35,26,2.97
2025-05-30,Central,21,16.0,77749.06,46564.67,31184.39,32,7.15
2025-05-31,North,17,13.0,45462.51,28608.63,16853.88,40,4.21
2025-05-31,South,22,17.0,86139.37,60618.94,25520.43,56,4.37
2025-05-31,East,17,14.0,46739.14,30206.7,16532.44,43,5.56
2025-05-31,West,18,15.0,56831.0,35954.93,20876.07,37,7.24
2025-05-31,Central,24,19.0,90802.13,58594.18,32207.95,46,8.22
2025-06-01,North,13,11.0,51035.63,36193.71,14841.92,29,6.62
2025-06-01,South,9,5.0,26041.34,18150.45,7890.89,22,4.89
2025-06-01,East,10,8.0,35840.72,24463.65,11377.07,20,2.07
2025-06-01,West,18,16.0,66805.12,39805.09,27000.03,24,2.15
2025-06-01,Central,11,8.0,38530.91,25955.59,12575.32,26,4.62
2025-06-02,North,10,7.0,32590.77,21212.68,11378.09,22,1.75
2025-06-02,South,15,10.0,55394.34,32970.59,22423.75,25,4.86
2025-06-02,East,11,8.0,31495.45,19579.45,11916.0,19,6.41
2025-06-02,West,17,11.0,55182.16,33796.96,21385.2,31,7.61
2025-06-02,Central,9,7.0,31774.42,20581.62,11192.8,12,7.65
2025-06-03,North,17,11.0,50274.68,30277.69,19996.99,39,2.63
2025-06-03,South,11,8.0,43332.84,25953.9,17378.94,24,7.75
2025-06-03,East,18,12.0,39678.45,22887.85,16790.6,33,4.04
2025-06-03,West,15,13.0,54782.0,30616.52,24165.48,35,3.84
