Customer_ID,Customer_Name,Gender,Age,City,Region,Customer_Segment,Signup_Date,Acquisition_Channel
C00348,Customer 0348,Female,47,Jaipur,North,Loyal,2025-10-26,Organic
C00349,Customer 0349,Female,49,Indore,Central,Low Value,2025-02-16,Email
C00350,Customer 0350,Female,51,Bhubaneswar,East,Loyal,2025-04-10,Google Ads
C00351,Customer 0351,Female,34,Mumbai,West,High Value,2025-02-04,Google Ads
C00352,Customer 0352,Female,45,Bhubaneswar,East,Low Value,2025-08-01,Referral
C00353,Customer 0353,Female,24,Hyderabad,South,At Risk,2025-01-16,Referral
C00354,Customer 0354,Male,43,Bengaluru,South,New,2025-01-15,Social Media
C00355,Customer 0355,Female,53,Delhi,North,Loyal,2025-02-16,Referral
C00356,Customer 0356,Female,41,Indore,Central,High Value,2025-01-06,Email
C00357,Customer 0357,Female,59,Nagpur,Central,Low Value,2025-08-25,Organic
C00358,Customer 0358,Female,22,Guwahati,East,At Risk,2025-01-26,Referral
C00359,Customer 0359,Male,43,Bhubaneswar,East,At Risk,2025-07-30,Referral
C00360,Customer 0360,Female,41,Chandigarh,North,New,2025-08-29,Social Media
C00361,Customer 0361,Female,59,Kolkata,East,Loyal,2025-11-03,Email
C00362,Customer 0362,Male,44,Jaipur,North,At Risk,2025-03-14,Email
C00363,Customer 0363,Male,55,Delhi,North,Low Value,2025-11-09,Referral
C00364,Customer 0364,Female,25,Chennai,South,At Risk,2025-07-24,Google Ads
C00365,Customer 0365,Male,26,Ahmedabad,West,At Risk,2025-06-28,Email
C00366,Customer 0366,Female,50,Bengaluru,South,Loyal,2025-01-24,Referral
C00367,Customer 0367,Female,54,Bhubaneswar,East,Low Value,2025-01-09,Organic
C00368,Customer 0368,Female,27,Guwahati,East,Low Value,2025-11-11,Organic
C00369,Customer 0369,Male,25,Pune,West,At Risk,2025-04-04,Organic
C00370,Customer 0370,Male,28,Jaipur,North,New,2025-04-05,Social Media
C00371,Customer 0371,Male,31,Bhubaneswar,East,At Risk,2025-03-30,Google Ads
C00372,Customer 0372,Male,36,Bengaluru,South,Loyal,2025-08-03,Organic
C00373,Customer 0373,Female,36,Chennai,South,Loyal,2025-04-17,Email
C00374,Customer 0374,Male,45,Kolkata,East,Loyal,2025-07-15,Social Media
C00375,Customer 0375,Female,24,Indore,Central,Low Value,2025-09-01,Google Ads
C00376,Customer 0376,Female,57,Chandigarh,North,Low Value,2025-07-18,Google Ads
C00377,Customer 0377,Other,58,Bhubaneswar,East,High Value,2025-03-30,Google Ads
C00378,Customer 0378,Male,52,Guwahati,East,Low Value,2025-06-30,Google Ads
C00379,Customer 0379,Female,38,Delhi,North,Loyal,2025-01-26,Organic
C00380,Customer 0380,Female,20,Kolkata,East,High Value,2025-11-19,Organic
C00381,Customer 0381,Female,30,Ahmedabad,West,High Value,2025-11-22,Social Media
C00382,Customer 0382,Female,60,Kolkata,East,Loyal,2025-11-03,Email
C00383,Customer 0383,Male,55,Indore,Central,Loyal,2025-08-28,Social Media
C00384,Customer 0384,Female,57,Nagpur,Central,Loyal,2025-05-09,Email
C00385,Customer 0385,Male,21,Mumbai,West,Loyal,2025-03-07,Referral
C00386,Customer 0386,Female,35,Pune,West,Loyal,2025-03-01,Google Ads
C00387,Customer 0387,Male,49,Bhubaneswar,East,Loyal,2025-04-11,Organic
C00388,Customer 0388,Male,21,Bhopal,Central,Loyal,2025-07-08,Email
C00389,Customer 0389,Male,40,Mumbai,West,Loyal,2025-07-06,Referral
C00390,Customer 0390,Female,57,Pune,West,At Risk,2025-02-13,Email
C00391,Customer 0391,Other,49,Chandigarh,North,Loyal,2025-05-18,Social Media
C00392,Customer 0392,Female,52,Delhi,North,At Risk,2025-06-21,Organic
C00393,Customer 0393,Male,58,Bengaluru,South,High Value,2025-01-25,Email
C00394,Customer 0394,Male,53,Chandigarh,North,Loyal,2025-03-21,Organic
C00395,Customer 0395,Male,35,Unknown,South,Loyal,2025-10-29,Google Ads
C00396,Customer 0396,Male,29,Bengaluru,South,At Risk,2025-01-30,Google Ads
C00397,Customer 0397,Female,58,Guwahati,East,New,2025-04-26,Email
C00398,Customer 0398,Female,50,Bengaluru,South,Low Value,2025-09-13,Email
C00399,Customer 0399,Female,51,Jaipur,North,Loyal,2025-02-10,Organic
C00400,Customer 0400,Other,38,Indore,Central,High Value,2025-02-01,Referral
C00401,Customer 0401,Female,21,Chennai,South,Low Value,2025-02-14,Email
C00402,Customer 0402,Male,50,Pune,West,New,2025-10-10,Google Ads
C00403,Customer 0403,Male,38,Bhopal,Central,Loyal,2025-08-06,Email
C00404,Customer 0404,Male,55,Kolkata,East,New,2025-10-18,Email
C00405,Customer 0405,Male,40,Mumbai,West,Loyal,2025-09-02,Google Ads
C00406,Customer 0406,Male,44,Kolkata,East,New,2025-02-20,Social Media
C00407,Customer 0407,Other,30,Guwahati,East,Low Value,2025-11-15,Social Media
C00408,Customer 0408,Male,57,Indore,Central,Loyal,2025-10-04,Social Media
C00409,Customer 0409,Male,43,Hyderabad,South,Low Value,2025-04-11,Email
C00410,Customer 0410,Female,30,Jaipur,North,New,2025-07-06,Organic
C00411,Customer 0411,Female,22,Chandigarh,North,Loyal,2025-01-05,Organic
C00412,Customer 0412,Female,30,Pune,West,Loyal,2025-02-09,Email
C00413,Customer 0413,Female,44,Bengaluru,South,New,2025-02-09,Social Media
C00414,Customer 0414,Other,51,Chandigarh,North,Low Value,2025-02-04,Social Media
C00415,Customer 0415,Male,57,Chennai,South,High Value,2025-09-12,Social Media
C00416,Customer 0416,Male,33,Indore,Central,New,2025-11-09,Google Ads
C00417,Customer 0417,Female,27,Pune,West,Loyal,2025-04-12,Social Media
C00418,Customer 0418,Male,24,Pune,West,Loyal,2025-01-23,Referral
C00419,Customer 0419,Other,23,Bhubaneswar,East,At Risk,2025-05-28,Social Media
C00420,Customer 0420,Male,58,Indore,Central,New,2025-02-15,Google Ads
C00421,Customer 0421,Male,22,Kolkata,East,Loyal,2025-10-03,Referral
C00422,Customer 0422,Male,32,Bengaluru,South,Loyal,2025-03-06,Referral
C00423,Customer 0423,Female,41,Chennai,South,Loyal,2025-08-17,Google Ads
C00424,Customer 0424,Female,25,Kolkata,East,Low Value,2025-11-15,Email
C00425,Customer 0425,Female,37,Bengaluru,South,Low Value,2025-08-23,Email
C00426,Customer 0426,Female,21,Kolkata,East,At Risk,2025-01-31,Organic
C00427,Customer 0427,Female,49,Jaipur,North,At Risk,2025-01-27,Email
C00428,Customer 0428,Female,41,Pune,West,High Value,2025-09-07,Email
C00429,Customer 0429,Female,28,Jaipur,North,At Risk,2025-08-22,Social Media
C00430,Customer 0430,Male,48,Kolkata,East,Loyal,2025-03-04,Referral
C00431,Customer 0431,Female,56,Mumbai,West,Loyal,2025-06-13,Google Ads
C00432,Customer 0432,Female,44,Bengaluru,South,Loyal,2025-11-17,Referral
C00433,Customer 0433,Female,21,Mumbai,West,High Value,2025-08-18,Email
C00434,Customer 0434,Other,32,Chandigarh,North,New,2025-08-29,Referral
C00435,Customer 0435,Male,37,Chennai,South,New,2025-10-15,Social Media
C00436,Customer 0436,Female,45,Kolkata,East,High Value,2025-07-17,Email
C00437,Customer 0437,Male,27,Chennai,South,Loyal,2025-01-01,Google Ads
C00438,Customer 0438,Female,45,Delhi,North,High Value,2025-09-10,Email
C00439,Customer 0439,Male,36,Bhopal,Central,Loyal,2025-01-09,Google Ads
C00440,Customer 0440,Male,25,Bhopal,Central,New,2025-03-10,Social Media
C00441,Customer 0441,Female,35,Indore,Central,Loyal,2025-02-21,Referral
C00442,Customer 0442,Female,54,Kolkata,East,New,2025-08-16,Google Ads
C00443,Customer 0443,Male,26,Mumbai,West,At Risk,2025-04-18,Email
C00444,Customer 0444,Male,60,Bengaluru,South,Low Value,2025-08-27,Email
C00445,Customer 0445,Male,20,Delhi,North,Low Value,2025-04-10,Referral
C00446,Customer 0446,Male,31,Chennai,South,New,2025-06-30,Referral
C00447,Customer 0447,Male,60,Jaipur,North,Low Value,2025-10-21,Email
C00448,Customer 0448,Female,24,Delhi,North,At Risk,2025-06-07,Referral
C00449,Customer 0449,Male,37,Mumbai,West,New,2025-10-01,Google Ads
C00450,Customer 0450,Male,51,Bhubaneswar,East,Loyal,2025-04-18,Google Ads
C00451,Customer 0451,Female,55,Delhi,North,Loyal,2025-09-24,Social Media
C00452,Customer 0452,Male,37,Ahmedabad,West,High Value,2025-10-07,Organic
C00453,Customer 0453,Other,51,Delhi,North,High Value,2025-04-08,Google Ads
C00454,Customer 0454,Female,34,Mumbai,West,Loyal,2025-01-24,Referral
C00455,Customer 0455,Other,44,Kolkata,East,Loyal,2025-04-12,Google Ads
C00456,Customer 0456,Female,45,Jaipur,North,Low Value,2025-02-10,Social Media
C00457,Customer 0457,Female,56,Ahmedabad,West,Loyal,2025-06-04,Social Media
C00458,Customer 0458,Male,41,Guwahati,East,At Risk,2025-04-09,Email
C00459,Customer 0459,Female,37,Nagpur,Central,New,2025-06-14,Google Ads
C00460,Customer 0460,Female,25,Jaipur,North,Low Value,2025-03-20,Organic
C00461,Customer 0461,Female,28,Mumbai,West,High Value,2025-02-02,Organic
C00462,Customer 0462,Male,22,Nagpur,Central,At Risk,2025-08-28,Referral
C00463,Customer 0463,Female,53,Hyderabad,South,New,2025-01-20,Social Media
C00464,Customer 0464,Other,22,Hyderabad,South,At Risk,2025-08-19,Social Media
C00465,Customer 0465,Other,51,Unknown,East,Loyal,2025-08-10,Organic
C00466,Customer 0466,Female,54,Hyderabad,South,High Value,2025-06-28,Social Media
C00467,Customer 0467,Female,43,Bhubaneswar,East,At Risk,2025-10-08,Referral
C00468,Customer 0468,Female,52,Mumbai,West,New,2025-07-31,Referral
C00469,Customer 0469,Male,24,Jaipur,North,New,2025-09-14,Email
C00470,Customer 0470,Male,36,Indore,Central,Loyal,2025-08-13,Social Media
C00471,Customer 0471,Female,53,Chandigarh,North,New,2025-10-24,Google Ads
C00472,Customer 0472,Female,21,Hyderabad,South,New,2025-05-28,Referral
C00473,Customer 0473,Male,22,Chennai,South,Loyal,2025-04-20,Organic
C00474,Customer 0474,Female,60,Hyderabad,South,High Value,2025-11-08,Google Ads
C00475,Customer 0475,Male,53,Chennai,South,At Risk,2025-01-13,Unknown
C00476,Customer 0476,Female,56,Indore,Central,New,2025-02-06,Email
C00477,Customer 0477,Female,57,Delhi,North,New,2025-11-15,Email
C00478,Customer 0478,Female,47,Bhubaneswar,East,High Value,2025-03-11,Social Media
C00479,Customer 0479,Female,58,Ahmedabad,West,Loyal,2025-09-12,Email
C00480,Customer 0480,Female,22,Jaipur,North,At Risk,2025-11-07,Social Media
C00481,Customer 0481,Male,37,Indore,Central,High Value,2025-08-14,Referral
C00482,Customer 0482,Male,20,Bengaluru,South,New,2025-10-04,Google Ads
C00483,Customer 0483,Female,26,Bhopal,Central,Loyal,2025-04-26,Referral
C00484,Customer 0484,Male,59,Mumbai,West,Low Value,2025-10-29,Email
C00485,Customer 0485,Female,45,Nagpur,Central,At Risk,2025-03-26,Social Media
C00486,Customer 0486,Other,57,Pune,West,Low Value,2025-01-06,Social Media
C00487,Customer 0487,Female,20,Jaipur,North,New,2025-04-19,Organic
C00488,Customer 0488,Male,25,Bhubaneswar,East,Loyal,2025-04-23,Social Media
C00489,Customer 0489,Male,27,Chandigarh,North,Loyal,2025-05-27,Social Media
C00490,Customer 0490,Female,51,Kolkata,East,Loyal,2025-06-14,Email
C00491,Customer 0491,Male,21,Guwahati,East,New,2025-11-24,Email
C00492,Customer 0492,Female,24,Chandigarh,North,New,2025-07-23,Referral
C00493,Customer 0493,Male,36,Pune,West,High Value,2025-04-17,Social Media
C00494,Customer 0494,Male,47,Mumbai,West,At Risk,2025-11-25,Social Media
C00495,Customer 0495,Female,42,Guwahati,East,At Risk,2025-05-03,Email
C00496,Customer 0496,Female,35,Nagpur,Central,Low Value,2025-02-10,Organic
C00497,Customer 0497,Male,27,Bengaluru,South,New,2025-08-27,Email
C00498,Customer 0498,Male,23,Bengaluru,South,At Risk,2025-02-24,Social Media
C00499,Customer 0499,Male,46,Ahmedabad,West,Loyal,2025-09-15,Referral
C00500,Customer 0500,Male,58,Indore,Central,Low Value,2025-01-30,Email
