Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount_Percent,Revenue,Cost,Profit,Payment_Method,Order_Status
O000481,2025-10-14,C00406,P0062,Home Product 062,Home,East,Kolkata,1,6676.1,5.0,6342.3,1750.66,4591.64,Card,Completed
O000482,2025-05-19,C00266,P0021,Electronics Product 021,Electronics,South,,1,4281.14,10.0,3853.03,3424.91,428.12,UPI,Completed
O000483,2025-06-07,C00131,P0011,Electronics Product 011,Electronics,North,Delhi,5,8240.08,20.0,32960.32,18938.1,14022.22,UPI,Completed
O000484,2025-07-17,C00203,P0067,Home Product 067,Home,North,Chandigarh,1,2982.59,5.0,2833.46,1183.06,1650.4,UPI,Returned
O000485,2025-06-09,C00078,P0097,Home Product 097,Home,West,Mumbai,2,3422.29,5.0,6502.35,5475.66,1026.69,Net Banking,Completed
O000486,2025-10-04,C00490,P0052,Home Product 052,Home,East,Kolkata,5,3602.09,5.0,17109.93,14408.35,2701.58,Net Banking,Completed
O000487,2025-03-31,C00020,P0037,Home Product 037,Home,South,Bengaluru,1,7720.82,5.0,7334.78,707.86,6626.92,Card,Completed
O000488,2025-10-04,C00473,P0086,Electronics Product 086,Electronics,South,Chennai,3,7032.55,10.0,18987.89,11380.71,7607.18,Net Banking,Completed
O000489,2025-03-18,C00035,P0018,Fashion Product 018,Fashion,Central,Indore,2,6795.4,0.0,13590.8,569.94,13020.86,Card,Pending
O000490,2025-05-15,C00442,P0038,Fashion Product 038,Fashion,East,Kolkata,4,2947.65,20.0,9432.48,4844.92,4587.56,Card,Completed
O000491,2025-08-02,C00047,P0043,Fashion Product 043,Fashion,North,Jaipur,4,2271.05,5.0,8629.99,7267.36,1362.63,Wallet,Completed
O000492,2025-11-19,C00125,P0031,Electronics Product 031,Electronics,South,Bengaluru,4,6070.56,10.0,21854.02,3893.92,17960.1,Cash,Returned
O000493,2025-03-26,C00200,P0023,Fashion Product 023,Fashion,South,Hyderabad,1,3632.79,20.0,2906.23,2906.23,0.0,Wallet,Pending
O000494,2025-08-02,C00197,P0081,Electronics Product 081,Electronics,East,Kolkata,4,6874.54,5.0,26123.25,16759.16,9364.09,Cash,Completed
O000495,2025-01-24,C00085,P0064,Beauty Product 064,Beauty,Central,Indore,4,7994.51,5.0,30379.14,5986.76,24392.38,UPI,Completed
O000496,2025-01-28,C00194,P0019,Beauty Product 019,Beauty,West,Ahmedabad,3,6745.83,10.0,18213.74,10798.62,7415.12,Net Banking,Completed
O000497,2025-10-07,C00456,P0084,Beauty Product 084,Beauty,North,Jaipur,4,5715.45,5.0,21718.71,9091.76,12626.95,Wallet,Completed
O000498,2025-09-19,C00040,P0048,Fashion Product 048,Fashion,South,Chennai,2,8002.61,0.0,16005.22,5161.72,10843.5,Cash,Completed
O000499,2025-05-18,C00415,P0034,Beauty Product 034,Beauty,South,Chennai,3,7768.65,0.0,23305.95,14457.03,8848.92,Wallet,Completed
O000500,2025-08-15,C00478,P0028,Fashion Product 028,Fashion,East,Bhubaneswar,4,7012.16,10.0,25243.78,8721.36,16522.42,UPI,Completed
O000501,2025-05-19,C00466,P0034,Beauty Product 034,Beauty,South,Hyderabad,5,7768.65,10.0,34958.93,24095.05,10863.88,Wallet,Completed
O000502,2025-04-11,C00389,P0068,Fashion Product 068,Fashion,West,Mumbai,5,6082.72,15.0,25851.56,24330.9,1520.66,Net Banking,Completed
O000503,2025-06-06,C00444,P0039,Beauty Product 039,Beauty,South,Bengaluru,2,7352.91,10.0,13235.24,2179.34,11055.9,Wallet,Completed
O000504,2025-04-24,C00146,P0040,Sports Product 040,Sports,North,Jaipur,5,4584.31,15.0,19483.32,18337.25,1146.07,Card,Returned
O000505,2025-10-24,C00439,P0030,Sports Product 030,Sports,Central,Bhopal,2,3054.9,10.0,5498.82,4887.84,610.98,Cash,Completed
O000506,2025-05-30,C00488,P0086,Electronics Product 086,Electronics,East,Bhubaneswar,3,7032.55,10.0,18987.89,11380.71,7607.18,Cash,Completed
O000507,2025-04-27,C00013,P0014,Beauty Product 014,Beauty,South,Hyderabad,2,4289.52,10.0,7721.14,6863.24,857.9,Net Banking,Completed
O000508,2025-07-15,C00135,P0014,Beauty Product 014,Beauty,South,Bengaluru,4,4289.52,0.0,17158.08,13726.48,3431.6,Wallet,Completed
O000509,2025-10-03,C00125,P0043,Fashion Product 043,Fashion,South,Bengaluru,4,2271.05,0.0,9084.2,7267.36,1816.84,Wallet,Completed
O000510,2025-04-10,C00074,P0086,Electronics Product 086,Electronics,North,Delhi,2,7032.55,15.0,11955.33,7587.14,4368.19,Card,Completed
O000511,2025-12-08,C00105,P0073,Fashion Product 073,Fashion,North,Jaipur,3,1490.03,15.0,3799.58,2617.56,1182.02,UPI,Completed
O000512,2025-06-18,C00455,P0100,Sports Product 100,Sports,East,Kolkata,5,6735.82,15.0,28627.23,20298.1,8329.13,Card,Returned
O000513,2025-08-29,C00226,P0086,Electronics Product 086,Electronics,West,Mumbai,1,7032.55,0.0,7032.55,3793.57,3238.98,Cash,Completed
O000514,2025-12-15,C00087,P0059,Beauty Product 059,Beauty,Central,Bhopal,3,1289.86,15.0,3289.14,3095.67,193.47,UPI,Completed
O000515,2025-06-07,C00171,P0094,Beauty Product 094,Beauty,West,Mumbai,4,5366.1,0.0,21464.4,17171.52,4292.88,Net Banking,Completed
O000516,2025-03-14,C00090,P0054,Beauty Product 054,Beauty,South,Bengaluru,3,4876.35,10.0,13166.15,11703.24,1462.91,UPI,Completed
O000517,2025-09-30,C00419,P0074,Beauty Product 074,Beauty,East,Bhubaneswar,2,2907.59,0.0,5815.18,4277.0,1538.18,Card,Returned
O000518,2025-01-03,C00491,P0012,Home Product 012,Home,East,Guwahati,5,4256.45,5.0,20218.14,10048.4,10169.74,Net Banking,Completed
O000519,2025-06-16,C00193,P0026,Electronics Product 026,Electronics,West,Mumbai,4,2848.75,5.0,10825.25,6346.28,4478.97,Card,Completed
O000520,2025-12-23,C00498,P0007,Home Product 007,Home,South,Bengaluru,2,5553.32,5.0,10551.31,8362.5,2188.81,Card,Completed
O000521,2025-05-31,C00176,P0017,Home Product 017,Home,East,Kolkata,3,4364.81,5.0,12439.71,10475.55,1964.16,Wallet,Completed
O000522,2025-09-07,C00195,P0056,Electronics Product 056,Electronics,West,Pune,4,7138.32,20.0,22842.62,8047.52,14795.1,Wallet,Cancelled
O000523,2025-07-11,C00128,P0014,Beauty Product 014,Beauty,Central,Nagpur,4,4289.52,10.0,15442.27,13726.48,1715.79,UPI,Completed
O000524,2025-03-20,C00440,P0038,Fashion Product 038,Fashion,Central,Bhopal,1,2947.65,20.0,2358.12,1211.23,1146.89,Cash,Completed
O000525,2025-04-26,C00306,P0061,Electronics Product 061,Electronics,West,Mumbai,3,7647.57,0.0,22942.71,13443.78,9498.93,Cash,Completed
O000526,2025-07-10,C00288,P0018,Fashion Product 018,Fashion,North,Jaipur,3,6795.4,15.0,17328.27,854.91,16473.36,Cash,Completed
O000527,2025-02-07,C00271,P0066,Electronics Product 066,Electronics,South,Chennai,5,5295.06,0.0,26475.3,5507.6,20967.7,Cash,Completed
O000528,2025-06-01,C00464,P0070,Sports Product 070,Sports,South,Hyderabad,2,4336.1,0.0,8672.2,6937.76,1734.44,Card,Completed
O000529,2025-06-01,C00080,P0022,Home Product 022,Home,East,Kolkata,3,5577.75,0.0,16733.25,11651.22,5082.03,Net Banking,Completed
O000530,2025-10-31,C00367,P0066,Electronics Product 066,Electronics,East,Bhubaneswar,1,5295.06,5.0,5030.31,1101.52,3928.79,Cash,Returned
O000531,2025-02-15,C00480,P0020,Sports Product 020,Sports,North,Jaipur,2,3689.4,5.0,7009.86,5903.04,1106.82,Wallet,Completed
O000532,2025-11-03,C00384,P0020,Sports Product 020,Sports,Central,Nagpur,4,3689.4,15.0,12543.96,11806.08,737.88,Cash,Completed
O000533,2025-05-30,C00412,P0037,Home Product 037,Home,West,Pune,3,7720.82,15.0,19688.09,2123.58,17564.51,Cash,Completed
O000534,2025-08-26,C00232,P0057,Home Product 057,Home,North,Delhi,4,8123.2,15.0,27618.88,7025.64,20593.24,UPI,Returned
O000535,2025-07-22,C00072,P0047,Home Product 047,Home,East,Bhubaneswar,5,4959.99,0.0,24799.95,19839.95,4960.0,Cash,Completed
O000536,2025-04-20,C00308,P0079,Beauty Product 079,Beauty,North,Jaipur,3,6934.89,10.0,18724.2,14045.58,4678.62,Card,Completed
O000537,2025-12-05,C00335,P0086,Electronics Product 086,Electronics,North,Chandigarh,3,7032.55,0.0,21097.65,11380.71,9716.94,Card,Cancelled
O000538,2025-03-23,C00449,P0045,Sports Product 045,Sports,West,Mumbai,4,3762.55,0.0,15050.2,12040.16,3010.04,Wallet,Pending
O000539,2025-01-14,C00466,P0089,Beauty Product 089,Beauty,South,Hyderabad,3,5780.76,0.0,17342.28,13873.83,3468.45,Wallet,Completed
O000540,2025-10-01,C00485,P0057,Home Product 057,Home,Central,Nagpur,2,8123.2,10.0,14621.76,3512.82,11108.94,Card,Completed
O000541,2025-08-15,C00134,P0092,Home Product 092,Home,Central,Nagpur,5,5945.72,20.0,23782.88,15289.65,8493.23,Card,Completed
O000542,2025-11-21,C00423,P0003,Fashion Product 003,Fashion,South,Chennai,4,6788.51,15.0,23080.93,15461.64,7619.29,UPI,Completed
O000543,2025-06-16,C00268,P0040,Sports Product 040,Sports,East,Guwahati,4,4584.31,15.0,15586.65,14669.8,916.85,UPI,Completed
O000544,2025-01-07,C00362,P0072,Home Product 072,Home,North,Jaipur,1,6223.26,0.0,6223.26,4069.59,2153.67,UPI,Cancelled
O000545,2025-01-08,C00175,P0094,Beauty Product 094,Beauty,West,Ahmedabad,4,5366.1,0.0,21464.4,17171.52,4292.88,Card,Completed
O000546,2025-06-07,C00094,P0058,Fashion Product 058,Fashion,North,Chandigarh,2,3370.65,5.0,6404.23,5393.04,1011.19,UPI,Completed
O000547,2025-04-01,C00269,P0083,Fashion Product 083,Fashion,North,Chandigarh,4,3893.45,20.0,12459.04,12459.04,0.0,Wallet,Completed
O000548,2025-12-02,C00310,P0069,Beauty Product 069,Beauty,South,Hyderabad,5,2337.25,10.0,10517.62,1581.0,8936.62,Card,Completed
O000549,2025-02-13,C00058,P0046,Electronics Product 046,Electronics,Central,Bhopal,5,8168.47,10.0,36758.11,1791.6,34966.51,Card,Completed
O000550,2025-11-17,C00016,P0054,Beauty Product 054,Beauty,West,Ahmedabad,1,4876.35,15.0,4144.9,3901.08,243.82,Wallet,Completed
O000551,2025-03-20,C00116,P0013,Fashion Product 013,Fashion,West,Pune,2,4305.64,5.0,8180.72,1734.26,6446.46,UPI,Completed
O000552,2025-02-13,C00161,P0041,Electronics Product 041,Electronics,West,Ahmedabad,2,5698.77,0.0,11397.54,6048.94,5348.6,Cash,Returned
O000553,2025-04-10,C00012,P0087,Home Product 087,Home,East,Kolkata,3,5255.47,5.0,14978.09,1698.45,13279.64,Card,Completed
O000554,2025-02-22,C00243,P0005,Sports Product 005,Sports,Central,Nagpur,2,7082.09,20.0,11331.34,6616.72,4714.62,Cash,Completed
O000555,2025-05-27,C00084,P0074,Beauty Product 074,Beauty,Central,Nagpur,5,2907.59,10.0,13084.16,10692.5,2391.66,,Completed
O000556,2025-05-01,C00293,P0028,Fashion Product 028,Fashion,South,Hyderabad,2,7012.16,15.0,11920.67,4360.68,7559.99,Net Banking,Completed
O000557,2025-07-12,C00282,P0037,Home Product 037,Home,Central,Nagpur,2,7720.82,20.0,12353.31,1415.72,10937.59,UPI,Completed
O000558,2025-07-15,C00016,P0065,Sports Product 065,Sports,West,Ahmedabad,1,7148.9,20.0,5719.12,833.1,4886.02,UPI,Completed
O000559,2025-01-01,C00316,P0055,Sports Product 055,Sports,North,Delhi,5,1679.4,0.0,8397.0,6717.6,1679.4,Card,Completed
O000560,2025-02-15,C00009,P0032,Home Product 032,Home,North,Chandigarh,2,2912.1,10.0,5241.78,4119.7,1122.08,Net Banking,Completed
O000561,2025-02-28,C00041,P0027,Home Product 027,Home,West,Ahmedabad,1,6771.19,0.0,6771.19,2895.9,3875.29,Net Banking,Completed
O000562,2025-03-12,C00059,P0096,Electronics Product 096,Electronics,Central,Indore,3,2784.06,5.0,7934.57,6681.75,1252.82,Cash,Completed
O000563,2025-02-04,C00009,P0071,Electronics Product 071,Electronics,North,Chandigarh,2,5148.93,10.0,9268.07,7095.5,2172.57,Net Banking,Completed
O000564,2025-04-25,C00357,P0048,Fashion Product 048,Fashion,Central,Nagpur,5,8002.61,15.0,34011.09,12904.3,21106.79,Net Banking,Completed
O000565,2025-07-20,C00478,P0019,Beauty Product 019,Beauty,East,Bhubaneswar,1,6745.83,15.0,5733.96,3599.54,2134.42,Net Banking,Returned
O000566,2025-04-23,C00249,P0092,Home Product 092,Home,North,Jaipur,2,5945.72,15.0,10107.72,6115.86,3991.86,Cash,Pending
O000567,2025-04-30,C00150,P0054,Beauty Product 054,Beauty,Central,Nagpur,3,4876.35,0.0,14629.05,11703.24,2925.81,UPI,Returned
O000568,2025-06-20,C00214,P0008,Fashion Product 008,Fashion,North,Jaipur,3,8265.58,5.0,23556.9,5802.0,17754.9,Net Banking,Completed
O000569,2025-07-19,C00315,P0036,Electronics Product 036,Electronics,North,Delhi,5,4569.04,0.0,22845.2,18276.15,4569.05,Net Banking,Pending
O000570,2025-05-01,C00209,P0012,Home Product 012,Home,West,Pune,3,4256.45,0.0,12769.35,6029.04,6740.31,Net Banking,Completed
O000571,2025-03-22,C00456,P0004,Beauty Product 004,Beauty,North,Jaipur,2,3466.38,0.0,6932.76,4778.66,2154.1,UPI,Completed
O000572,2025-05-30,C00444,P0022,Home Product 022,Home,South,Bengaluru,5,5577.75,15.0,23705.44,19418.7,4286.74,Net Banking,Completed
O000573,2025-01-09,C00302,P0039,Beauty Product 039,Beauty,East,Kolkata,5,7352.91,15.0,31249.87,5448.35,25801.52,Cash,Completed
O000574,2025-06-29,C00084,P0054,Beauty Product 054,Beauty,Central,Nagpur,2,4876.35,,8777.43,7802.16,975.27,Card,Completed
O000575,2025-12-09,C00011,P0055,Sports Product 055,Sports,North,Jaipur,5,1679.4,10.0,7557.3,6717.6,839.7,Cash,Completed
O000576,2025-05-25,C00406,P0059,Beauty Product 059,Beauty,East,Kolkata,4,1289.86,15.0,4385.52,4127.56,257.96,Wallet,Completed
O000577,2025-02-09,C00312,P0010,Sports Product 010,Sports,East,Kolkata,4,1734.32,15.0,5896.69,1832.28,4064.41,Net Banking,Cancelled
O000578,2025-09-15,C00354,P0021,Electronics Product 021,Electronics,South,Bengaluru,3,4281.14,0.0,12843.42,10274.73,2568.69,UPI,Completed
O000579,2025-03-12,C00064,P0011,Electronics Product 011,Electronics,South,Hyderabad,2,8240.08,10.0,14832.14,7575.24,7256.9,UPI,Completed
O000580,2025-02-23,C00346,P0075,Sports Product 075,Sports,Central,Bhopal,5,8144.99,0.0,40724.95,16993.05,23731.9,Card,Returned
O000581,2025-11-18,C00467,P0060,Sports Product 060,Sports,East,Bhubaneswar,5,7633.42,10.0,34350.39,24818.9,9531.49,Wallet,Completed
O000582,2025-12-24,C00440,P0072,Home Product 072,Home,Central,Bhopal,1,6223.26,10.0,5600.93,4069.59,1531.34,Cash,Completed
O000583,2025-07-27,C00049,P0009,Beauty Product 009,Beauty,West,Ahmedabad,2,4934.15,20.0,7894.64,7894.64,-0.0,Card,Pending
O000584,2025-08-13,C00427,P0089,Beauty Product 089,Beauty,North,Jaipur,4,5780.76,0.0,23123.04,18498.44,4624.6,Wallet,Completed
O000585,2025-08-23,C00379,P0005,Sports Product 005,Sports,North,Delhi,4,7082.09,5.0,26911.94,13233.44,13678.5,Net Banking,Completed
O000586,2025-08-11,C00269,P0048,Fashion Product 048,Fashion,North,Chandigarh,2,8002.61,5.0,15204.96,5161.72,10043.24,Card,Completed
O000587,2025-07-18,C00367,P0042,Home Product 042,Home,East,Bhubaneswar,5,2781.36,10.0,12516.12,11125.45,1390.67,Net Banking,Pending
O000588,2025-12-26,C00426,P0074,Beauty Product 074,Beauty,East,Kolkata,1,2907.59,10.0,2616.83,2138.5,478.33,Net Banking,Completed
O000589,2025-09-24,C00371,P0049,Beauty Product 049,Beauty,East,Bhubaneswar,1,3123.84,20.0,2499.07,2499.07,0.0,Net Banking,Completed
O000590,2025-05-23,C00342,P0096,Electronics Product 096,Electronics,South,Chennai,2,2784.06,0.0,5568.12,4454.5,1113.62,Cash,Completed
O000591,2025-12-21,C00170,P0079,Beauty Product 079,Beauty,North,Delhi,1,6934.89,15.0,5894.66,4681.86,1212.8,Card,Completed
O000592,2025-05-27,C00189,P0036,Electronics Product 036,Electronics,West,Mumbai,2,4569.04,10.0,8224.27,7310.46,913.81,UPI,Completed
O000593,2025-03-16,C00178,P0049,Beauty Product 049,Beauty,West,Ahmedabad,3,3123.84,20.0,7497.22,7497.21,0.01,Net Banking,Cancelled
O000594,2025-11-13,C00012,P0051,Electronics Product 051,Electronics,East,Kolkata,3,7669.29,15.0,19556.69,12524.67,7032.02,Card,Pending
O000595,2025-08-15,C00199,P0030,Sports Product 030,Sports,North,Delhi,2,3054.9,0.0,6109.8,4887.84,1221.96,Net Banking,Completed
O000596,2025-07-24,C00094,P0017,Home Product 017,Home,North,Chandigarh,5,4364.81,20.0,17459.24,17459.25,-0.01,Card,Completed
O000597,2025-06-02,C00009,P0077,Home Product 077,Home,North,Chandigarh,5,4076.73,15.0,17326.1,16306.9,1019.2,Cash,Completed
O000598,2025-02-15,C00272,P0034,Beauty Product 034,Beauty,East,Bhubaneswar,4,7768.65,0.0,31074.6,19276.04,11798.56,UPI,Completed
O000599,2025-05-20,C00287,P0051,Electronics Product 051,Electronics,South,Hyderabad,1,7669.29,10.0,6902.36,4174.89,2727.47,Cash,Completed
O000600,2025-06-09,C00182,P0054,Beauty Product 054,Beauty,North,Delhi,5,4876.35,15.0,20724.49,19505.4,1219.09,Wallet,Completed
O000601,2025-12-05,C00065,P0063,Fashion Product 063,Fashion,West,Ahmedabad,4,2531.09,10.0,9111.92,8099.48,1012.44,Card,Completed
O000602,2025-04-22,C00239,P0006,Electronics Product 006,Electronics,West,Pune,4,4936.68,10.0,17772.05,5317.52,12454.53,UPI,Completed
O000603,2025-02-24,C00456,P0088,Fashion Product 088,Fashion,North,Jaipur,2,5208.94,0.0,10417.88,8334.3,2083.58,Cash,Completed
O000604,2025-06-05,C00018,P0006,Electronics Product 006,Electronics,South,Bengaluru,3,4936.68,0.0,14810.04,3988.14,10821.9,Card,Completed
O000605,2025-12-29,C00286,P0019,Beauty Product 019,Beauty,West,Ahmedabad,4,6745.83,15.0,22935.82,14398.16,8537.66,Wallet,Completed
O000606,2025-06-25,C00350,P0039,Beauty Product 039,Beauty,East,Bhubaneswar,1,7352.91,0.0,7352.91,1089.67,6263.24,Card,Completed
O000607,2025-05-19,C00129,P0040,Sports Product 040,Sports,East,Kolkata,2,4584.31,20.0,7334.9,7334.9,-0.0,Wallet,Pending
O000608,2025-08-31,C00054,P0051,Electronics Product 051,Electronics,North,Delhi,1,7669.29,5.0,7285.83,4174.89,3110.94,Net Banking,Completed
O000609,2025-08-25,C00106,P0095,Sports Product 095,Sports,South,Chennai,4,2495.1,20.0,7984.32,5498.16,2486.16,Net Banking,Completed
O000610,2025-04-19,C00236,P0056,Electronics Product 056,Electronics,North,Chandigarh,3,7138.32,0.0,21414.96,6035.64,15379.32,Card,Completed
O000611,2025-12-19,C00159,P0012,Home Product 012,Home,East,Bhubaneswar,5,4256.45,10.0,19154.03,10048.4,9105.63,Wallet,Completed
O000612,2025-08-04,C00318,P0030,Sports Product 030,Sports,West,Pune,4,3054.9,20.0,9775.68,9775.68,0.0,UPI,Completed
O000613,2025-01-21,C00310,P0030,Sports Product 030,Sports,South,Hyderabad,5,3054.9,15.0,12983.32,12219.6,763.72,Cash,Completed
O000614,2025-05-29,C00063,P0092,Home Product 092,Home,East,Guwahati,1,5945.72,10.0,5351.15,3057.93,2293.22,UPI,Cancelled
O000615,2025-12-02,C00469,P0030,Sports Product 030,Sports,North,Jaipur,1,3054.9,10.0,2749.41,2443.92,305.49,UPI,Returned
O000616,2025-05-24,C00057,P0091,Electronics Product 091,Electronics,West,Ahmedabad,4,1897.13,20.0,6070.82,2052.52,4018.3,Wallet,Completed
O000617,2025-07-26,C00007,P0008,Fashion Product 008,Fashion,East,Bhubaneswar,1,8265.58,20.0,6612.46,1934.0,4678.46,Net Banking,Completed
O000618,2025-08-11,C00358,P0091,Electronics Product 091,Electronics,East,Guwahati,1,1897.13,5.0,1802.27,513.13,1289.14,UPI,Pending
O000619,2025-09-14,C00286,P0026,Electronics Product 026,Electronics,West,Ahmedabad,1,2848.75,15.0,2421.44,1586.57,834.87,Net Banking,Completed
O000620,2025-11-14,C00013,P0056,Electronics Product 056,Electronics,South,Hyderabad,1,7138.32,20.0,5710.66,2011.88,3698.78,Wallet,Completed
O000621,2025-02-24,C00020,P0062,Home Product 062,Home,South,Bengaluru,2,6676.1,20.0,10681.76,3501.32,7180.44,Cash,Pending
O000622,2025-07-08,C00110,P0083,Fashion Product 083,Fashion,North,Delhi,4,3893.45,15.0,13237.73,12459.04,778.69,Wallet,Completed
O000623,2025-07-14,C00258,P0030,Sports Product 030,Sports,West,Pune,3,3054.9,10.0,8248.23,7331.76,916.47,UPI,Returned
O000624,2025-02-25,C00018,P0100,Sports Product 100,Sports,South,Bengaluru,3,6735.82,10.0,18186.71,12178.86,6007.85,Net Banking,Returned
O000625,2025-09-03,C00345,P0090,Sports Product 090,Sports,West,Mumbai,4,1423.92,0.0,5695.68,3918.64,1777.04,Card,Cancelled
O000626,2025-02-13,C00214,P0033,Fashion Product 033,Fashion,North,Jaipur,4,2460.76,15.0,8366.58,7874.44,492.14,UPI,Completed
O000627,2025-06-16,C00139,P0067,Home Product 067,Home,Central,Bhopal,3,2982.59,15.0,7605.6,3549.18,4056.42,Card,Completed
O000628,2025-05-01,C00092,P0030,Sports Product 030,Sports,East,Guwahati,4,3054.9,15.0,10386.66,9775.68,610.98,Net Banking,Completed
O000629,2025-02-26,C00228,P0032,Home Product 032,Home,Central,Bhopal,1,2912.1,0.0,2912.1,2059.85,852.25,Cash,Completed
O000630,2025-10-27,C00084,P0042,Home Product 042,Home,Central,Nagpur,5,2781.36,20.0,11125.44,11125.45,-0.01,Cash,Pending
O000631,2025-03-30,C00248,P0005,Sports Product 005,Sports,East,Bhubaneswar,3,7082.09,15.0,18059.33,9925.08,8134.25,Cash,Completed
O000632,2025-04-03,C00181,P0089,Beauty Product 089,Beauty,North,Delhi,1,5780.76,0.0,5780.76,4624.61,1156.15,Wallet,Returned
O000633,2025-11-07,C00277,P0050,Sports Product 050,Sports,West,Ahmedabad,3,4011.29,5.0,11432.18,8169.57,3262.61,UPI,Cancelled
O000634,2025-11-16,C00027,P0004,Beauty Product 004,Beauty,East,Guwahati,2,3466.38,15.0,5892.85,4778.66,1114.19,Wallet,Completed
O000635,2025-01-13,C00235,P0070,Sports Product 070,Sports,South,Bengaluru,1,4336.1,5.0,4119.3,3468.88,650.41,Cash,Completed
O000636,2025-04-12,C00347,P0032,Home Product 032,Home,South,Bengaluru,5,2912.1,5.0,13832.47,10299.25,3533.22,Net Banking,Completed
O000637,2025-09-16,C00239,P0053,Fashion Product 053,Fashion,West,Pune,2,5775.38,15.0,9818.15,3171.72,6646.43,Card,Completed
O000638,2025-10-11,C00085,P0080,Sports Product 080,Sports,Central,Indore,1,4972.04,10.0,4474.84,3977.63,497.21,Wallet,Returned
O000639,2025-12-30,C00453,P0043,Fashion Product 043,Fashion,North,Delhi,4,2271.05,20.0,7267.36,7267.36,0.0,Net Banking,Completed
O000640,2025-07-21,C00400,P0015,Sports Product 015,Sports,Central,Indore,4,4470.33,5.0,16987.25,14305.04,2682.21,Net Banking,Completed
O000641,2025-01-03,C00266,P0064,Beauty Product 064,Beauty,South,Bengaluru,5,7994.51,0.0,39972.55,7483.45,32489.1,Wallet,Completed
O000642,2025-11-15,C00175,P0094,Beauty Product 094,Beauty,West,Ahmedabad,3,5366.1,10.0,14488.47,12878.64,1609.83,Card,Returned
O000643,2025-02-28,C00103,P0027,Home Product 027,Home,North,Chandigarh,5,6771.19,20.0,27084.76,14479.5,12605.26,Card,Completed
O000644,2025-02-13,C00282,P0100,Sports Product 100,Sports,Central,Nagpur,3,6735.82,15.0,17176.34,12178.86,4997.48,Wallet,Pending
O000645,2025-09-03,C00373,P0003,Fashion Product 003,Fashion,South,Chennai,3,6788.51,10.0,18328.98,11596.23,6732.75,Wallet,Completed
O000646,2025-08-08,C00023,P0038,Fashion Product 038,Fashion,North,Jaipur,1,2947.65,10.0,2652.89,1211.23,1441.66,Net Banking,Completed
O000647,2025-01-22,C00197,P0041,Electronics Product 041,Electronics,East,Kolkata,2,5698.77,10.0,10257.79,6048.94,4208.85,Card,Pending
O000648,2025-03-03,C00107,P0032,Home Product 032,Home,North,Delhi,1,2912.1,10.0,2620.89,2059.85,561.04,Cash,Completed
O000649,2025-08-03,C00496,P0017,Home Product 017,Home,Central,Nagpur,3,4364.81,10.0,11784.99,10475.55,1309.44,UPI,Completed
O000650,2025-04-03,C00098,P0043,Fashion Product 043,Fashion,Central,Bhopal,1,2271.05,10.0,2043.95,1816.84,227.11,Net Banking,Completed
O000651,2025-09-06,C00004,P0038,Fashion Product 038,Fashion,North,Jaipur,3,2947.65,15.0,7516.51,3633.69,3882.82,Wallet,Completed
O000652,2025-05-30,C00106,P0043,Fashion Product 043,Fashion,South,Chennai,2,2271.05,0.0,4542.1,3633.68,908.42,UPI,Pending
O000653,2025-08-03,C00377,P0054,Beauty Product 054,Beauty,East,Bhubaneswar,4,4876.35,10.0,17554.86,15604.32,1950.54,Net Banking,Cancelled
O000654,2025-06-22,C00129,P0020,Sports Product 020,Sports,East,Kolkata,1,3689.4,5.0,3504.93,2951.52,553.41,Wallet,Completed
O000655,2025-05-13,C00451,P0086,Electronics Product 086,Electronics,North,Delhi,1,7032.55,5.0,6680.92,3793.57,2887.35,Cash,Completed
O000656,2025-05-05,C00392,P0061,Electronics Product 061,Electronics,North,Delhi,4,7647.57,10.0,27531.25,17925.04,9606.21,UPI,Completed
O000657,2025-09-11,C00036,P0034,Beauty Product 034,Beauty,Central,Indore,5,7768.65,5.0,36901.09,24095.05,12806.04,Net Banking,Completed
O000658,2025-07-07,C00128,P0074,Beauty Product 074,Beauty,Central,Nagpur,1,2907.59,10.0,2616.83,2138.5,478.33,Net Banking,Completed
O000659,2025-08-05,C00295,P0051,Electronics Product 051,Electronics,West,Mumbai,5,7669.29,20.0,30677.16,20874.45,9802.71,Card,Completed
O000660,2025-07-30,C00002,P0079,Beauty Product 079,Beauty,East,Guwahati,3,6934.89,10.0,18724.2,14045.58,4678.62,UPI,Pending
O000661,2025-03-17,C00223,P0029,Beauty Product 029,Beauty,North,Delhi,5,1220.38,5.0,5796.81,1789.4,4007.41,UPI,Pending
O000662,2025-11-29,C00462,P0091,Electronics Product 091,Electronics,Central,Nagpur,3,1897.13,20.0,4553.11,1539.39,3013.72,Net Banking,Completed
O000663,2025-07-24,C00145,P0013,Fashion Product 013,Fashion,East,Guwahati,2,4305.64,10.0,7750.15,1734.26,6015.89,Cash,Returned
O000664,2025-09-19,C00375,P0036,Electronics Product 036,Electronics,Central,Indore,2,4569.04,5.0,8681.18,7310.46,1370.72,Net Banking,Completed
O000665,2025-11-18,C00419,P0064,Beauty Product 064,Beauty,East,Bhubaneswar,4,7994.51,5.0,30379.14,5986.76,24392.38,Card,Completed
O000666,2025-12-03,C00221,P0098,Fashion Product 098,Fashion,North,Delhi,1,7898.73,0.0,7898.73,496.82,7401.91,Wallet,Returned
