Return_ID,Return_Date,Order_ID,Customer_ID,Product_ID,Product_Name,Category,Region,Quantity_Returned,Return_Reason,Refund_Amount,Return_Status
R00250,2025-05-31,O004716,C00238,P0064,Beauty Product 064,Beauty,East,4,Changed Mind,28284.1,Approved
R00251,2025-10-01,O004702,C00220,P0075,Sports Product 075,Sports,Central,2,Damaged,7747.3,Pending
R00252,2025-05-11,O004119,C00067,P0045,Sports Product 045,Sports,Central,3,Quality Issue,9140.93,Approved
R00253,2025-09-28,O001653,C00085,P0031,Electronics Product 031,Electronics,Central,1,Changed Mind,9055.3,Approved
R00254,2025-07-02,O001484,C00019,P0097,Home Product 097,Home,North,4,Changed Mind,7533.04,Approved
R00255,2025-01-27,O002276,C00118,P0005,Sports Product 005,Sports,South,3,Changed Mind,21086.11,Approved
R00256,2025-06-05,O000878,C00418,P0058,Fashion Product 058,Fashion,West,1,Changed Mind,1935.24,Approved
R00257,2025-09-25,O003526,C00360,P0031,Electronics Product 031,Electronics,North,2,Late Delivery,11945.87,Approved
R00258,2025-08-29,O002017,C00269,P0085,Sports Product 085,Sports,North,1,Quality Issue,1633.67,Approved
R00259,2025-02-01,O000427,C00364,P0034,Beauty Product 034,Beauty,South,1,Wrong Product,14800.26,Approved
R00260,2025-07-02,O000627,C00139,P0067,Home Product 067,Home,Central,1,Changed Mind,4965.41,Approved
R00261,2025-02-10,O001590,C00440,P0088,Fashion Product 088,Fashion,Central,2,Changed Mind,10782.95,Approved
R00262,2025-06-04,O002224,C00156,P0058,Fashion Product 058,Fashion,West,1,,9127.39,Approved
R00263,2025-08-15,O002218,C00393,P0027,Home Product 027,Home,South,1,Damaged,26042.22,Approved
R00264,2025-03-25,O004484,C00356,P0023,Fashion Product 023,Fashion,Central,2,Quality Issue,5471.78,Approved
R00265,2025-11-07,O001486,C00336,P0037,Home Product 037,Home,South,1,Quality Issue,4383.12,Approved
R00266,2025-06-11,O001740,C00281,P0033,Fashion Product 033,Fashion,West,1,Damaged,1704.33,Approved
R00267,2025-11-28,O002481,C00181,P0067,Home Product 067,Home,North,5,Late Delivery,8348.16,Approved
R00268,2025-01-18,O002585,C00231,P0091,Electronics Product 091,Electronics,West,1,Damaged,3850.43,Approved
R00269,2025-03-21,O002894,C00260,P0028,Fashion Product 028,Fashion,South,1,Wrong Product,9902.32,Approved
R00270,2025-08-10,O000150,C00404,P0054,Beauty Product 054,Beauty,East,3,Wrong Product,13306.24,Approved
R00271,2025-01-08,O000677,C00404,P0071,Electronics Product 071,Electronics,East,3,Wrong Product,8150.5,Approved
R00272,2025-05-28,O001262,C00222,P0005,Sports Product 005,Sports,Central,1,Damaged,8304.93,Rejected
R00273,2025-05-12,O004918,C00169,P0018,Fashion Product 018,Fashion,West,1,Changed Mind,23780.41,Approved
R00274,2025-07-05,O000013,C00155,P0033,Fashion Product 033,Fashion,West,3,Quality Issue,4412.57,Pending
R00275,2025-07-25,O001834,C00231,P0085,Sports Product 085,Sports,West,3,Damaged,4489.76,Approved
R00276,2026-01-01,O003249,C00268,P0039,Beauty Product 039,Beauty,East,1,Quality Issue,4120.74,Approved
R00277,2025-05-02,O001492,C00310,P0088,Fashion Product 088,Fashion,South,1,Late Delivery,20452.57,Approved
R00278,2025-06-12,O002728,C00342,P0001,Electronics Product 001,Electronics,South,3,Quality Issue,11334.62,Pending
R00279,2025-01-21,O003687,C00315,P0040,Sports Product 040,Sports,North,1,Wrong Product,4419.54,Approved
R00280,2025-01-30,O001425,C00012,P0056,Electronics Product 056,Electronics,East,1,Changed Mind,10175.61,Approved
R00281,2025-07-04,O004606,C00132,P0063,Fashion Product 063,Fashion,North,2,Wrong Product,7536.51,Approved
R00282,2025-11-18,O004596,C00273,P0058,Fashion Product 058,Fashion,Central,2,Quality Issue,14790.54,Approved
R00283,2025-04-30,O000732,C00229,P0057,Home Product 057,Home,East,1,Late Delivery,3925.61,Approved
R00284,2025-11-07,O001232,C00329,P0073,Fashion Product 073,Fashion,East,2,Damaged,5309.15,Pending
R00285,2025-07-18,O001635,C00184,P0060,Sports Product 060,Sports,West,2,Quality Issue,13278.85,Approved
R00286,2025-11-01,O003937,C00477,P0069,Beauty Product 069,Beauty,North,3,Quality Issue,6898.06,Pending
R00287,2025-01-24,O001211,C00486,P0064,Beauty Product 064,Beauty,West,1,Damaged,5371.64,Approved
R00288,2025-10-20,O003269,C00470,P0041,Electronics Product 041,Electronics,Central,3,Damaged,9329.4,Approved
R00289,2026-01-04,O001935,C00255,P0018,Fashion Product 018,Fashion,West,3,Changed Mind,10277.79,Approved
R00290,2025-03-02,O000554,C00243,P0005,Sports Product 005,Sports,Central,2,Changed Mind,7733.87,Approved
R00291,2025-11-30,O000492,C00125,P0031,Electronics Product 031,Electronics,South,1,Late Delivery,14690.12,Approved
R00292,2025-01-24,O002963,C00141,P0017,Home Product 017,Home,Central,3,Quality Issue,15114.87,Rejected
R00293,2025-04-21,O002330,C00354,P0022,Home Product 022,Home,South,1,Late Delivery,4061.77,Approved
R00294,2025-06-22,O002196,C00284,P0070,Sports Product 070,Sports,North,3,Changed Mind,10269.6,Approved
R00295,2025-09-27,O003065,C00277,P0078,Fashion Product 078,Fashion,West,3,Late Delivery,23183.58,Approved
R00296,2025-07-16,O000658,C00128,P0074,Beauty Product 074,Beauty,Central,1,Damaged,1835.42,Approved
R00297,2025-05-18,O002375,C00398,P0089,Beauty Product 089,Beauty,South,1,Damaged,9380.27,Approved
R00298,2025-06-09,O002226,C00084,P0096,Electronics Product 096,Electronics,Central,1,Changed Mind,11233.4,Approved
R00299,2025-03-24,O004265,C00129,P0029,Beauty Product 029,Beauty,East,2,Changed Mind,2663.17,Approved
R00300,2025-11-29,O001171,C00310,P0022,Home Product 022,Home,South,2,Damaged,10550.82,Approved
R00301,2025-06-04,O000133,C00246,P0027,Home Product 027,Home,Central,1,Quality Issue,5155.5,Approved
R00302,2025-12-24,O000472,C00387,P0091,Electronics Product 091,Electronics,East,3,Quality Issue,5360.91,Approved
R00303,2025-04-11,O003226,C00114,P0011,Electronics Product 011,Electronics,South,2,Wrong Product,15739.54,Approved
R00304,2025-12-17,O001406,C00241,P0078,Fashion Product 078,Fashion,North,1,Changed Mind,14575.06,Approved
R00305,2025-12-14,O002877,C00500,P0012,Home Product 012,Home,Central,1,Damaged,5209.82,Pending
R00306,2025-03-01,O004505,C00307,P0072,Home Product 072,Home,Central,1,Damaged,7986.86,Approved
R00307,2025-12-22,O004693,C00373,P0084,Beauty Product 084,Beauty,South,4,Wrong Product,11911.71,Approved
R00308,2025-12-27,O002827,C00249,P0067,Home Product 067,Home,North,1,Wrong Product,6794.65,Approved
R00309,2025-11-29,O000288,C00475,P0066,Electronics Product 066,Electronics,South,2,Late Delivery,9176.57,Approved
R00310,2025-03-06,O001870,C00208,P0064,Beauty Product 064,Beauty,East,1,Wrong Product,5553.02,Approved
R00311,2025-06-10,O003115,C00391,P0062,Home Product 062,Home,North,2,Late Delivery,9520.37,Pending
R00312,2025-09-11,O003626,C00450,P0022,Home Product 022,Home,East,1,Wrong Product,4665.27,Approved
R00313,2025-12-27,O002313,C00059,P0015,Sports Product 015,Sports,Central,1,Quality Issue,2963.25,Pending
R00314,2025-05-03,O004924,C00192,P0031,Electronics Product 031,Electronics,East,4,Late Delivery,15936.32,Approved
R00315,2025-07-21,O001619,C00493,P0050,Sports Product 050,Sports,West,2,Quality Issue,7457.13,Approved
R00316,2025-03-18,O000995,C00274,P0003,Fashion Product 003,Fashion,Central,2,Wrong Product,10543.09,Approved
R00317,2025-08-05,O001804,C00009,P0047,Home Product 047,Home,North,1,Damaged,2762.25,Approved
R00318,2025-04-07,O002643,C00215,P0082,Home Product 082,Home,Central,3,Wrong Product,16609.71,Approved
R00319,2025-03-31,O004803,C00486,P0080,Sports Product 080,Sports,West,1,Damaged,12275.68,Approved
R00320,2025-12-26,O003536,C00216,P0072,Home Product 072,Home,North,3,Damaged,10708.42,Approved
R00321,2025-09-06,O004832,C00369,P0040,Sports Product 040,Sports,West,1,Wrong Product,3533.09,Approved
R00322,2025-02-18,O003912,C00429,P0004,Beauty Product 004,Beauty,North,2,Quality Issue,11744.33,Approved
R00323,2025-09-06,O002108,C00116,P0075,Sports Product 075,Sports,West,2,Changed Mind,12088.52,Approved
R00324,2025-11-02,O003045,C00477,P0091,Electronics Product 091,Electronics,North,2,Late Delivery,2994.08,Approved
R00325,2025-03-26,O000417,C00027,P0047,Home Product 047,Home,East,3,Quality Issue,11492.63,Approved
R00326,2025-11-16,O000978,C00312,P0066,Electronics Product 066,Electronics,East,1,Late Delivery,9927.18,Pending
R00327,2025-02-03,O002418,C00141,P0077,Home Product 077,Home,Central,5,Wrong Product,14573.63,Approved
R00328,2025-06-12,O000506,C00488,P0086,Electronics Product 086,Electronics,East,3,Damaged,16643.21,Approved
R00329,2026-01-07,O004153,C00064,P0023,Fashion Product 023,Fashion,South,1,Changed Mind,8464.96,Approved
R00330,2025-10-06,O004256,C00243,P0062,Home Product 062,Home,Central,1,Changed Mind,15991.09,Approved
R00331,2025-08-04,O003942,C00018,P0050,Sports Product 050,Sports,South,2,Wrong Product,5969.39,Approved
R00332,2025-10-06,O000415,C00013,P0032,Home Product 032,Home,South,5,Wrong Product,12488.02,Approved
R00333,2025-10-17,O004149,C00317,P0017,Home Product 017,Home,North,1,Wrong Product,7390.93,Approved
R00334,2025-03-22,O001184,C00455,P0060,Sports Product 060,Sports,East,1,Changed Mind,5916.47,Approved
R00335,2025-10-20,O000486,C00490,P0052,Home Product 052,Home,East,2,Late Delivery,9377.35,Pending
R00336,2025-12-10,O000894,C00310,P0014,Beauty Product 014,Beauty,South,1,Damaged,12768.11,Approved
R00337,2025-02-08,O000806,C00150,P0081,Electronics Product 081,Electronics,Central,1,Changed Mind,5528.77,Approved
R00338,2025-05-04,O000556,C00293,P0028,Fashion Product 028,Fashion,South,1,,9784.2,Approved
R00339,2025-10-14,O003826,C00465,P0068,Fashion Product 068,Fashion,East,1,Changed Mind,5542.9,Approved
R00340,2025-05-06,O001198,C00208,P0066,Electronics Product 066,Electronics,East,1,Quality Issue,15176.32,Approved
R00341,2025-06-01,O004254,C00024,P0058,Fashion Product 058,Fashion,North,1,Changed Mind,9836.97,Approved
R00342,2025-09-26,O004059,C00478,P0085,Sports Product 085,Sports,East,4,Changed Mind,9127.85,Approved
R00343,2025-04-24,O001294,C00393,P0068,Fashion Product 068,Fashion,South,1,Wrong Product,13679.98,Rejected
R00344,2025-12-04,O002222,C00500,P0056,Electronics Product 056,Electronics,Central,2,Changed Mind,12930.08,Approved
R00345,2025-07-11,O003505,C00175,P0013,Fashion Product 013,Fashion,West,1,Changed Mind,2209.24,Pending
R00346,2025-05-31,O003655,C00399,P0024,Beauty Product 024,Beauty,North,4,Wrong Product,5911.34,Approved
R00347,2025-04-03,O004759,C00345,P0076,Electronics Product 076,Electronics,West,2,Changed Mind,22185.28,Approved
R00348,2025-06-30,O003007,C00420,P0095,Sports Product 095,Sports,Central,2,Late Delivery,3930.83,Approved
R00349,2025-12-25,O002094,C00408,P0035,Sports Product 035,Sports,Central,1,Damaged,8512.45,Approved
R00350,2025-07-06,O002188,C00145,P0092,Home Product 092,Home,East,3,Wrong Product,11030.24,Approved
R00351,2026-01-08,O003037,C00099,P0100,Sports Product 100,Sports,East,4,Late Delivery,17179.59,Approved
R00352,2025-01-18,O003919,C00054,P0068,Fashion Product 068,Fashion,North,1,Quality Issue,26076.74,Approved
R00353,2025-05-21,O001273,C00499,P0010,Sports Product 010,Sports,West,1,Quality Issue,4685.96,Approved
R00354,2025-10-14,O000291,C00408,P0004,Beauty Product 004,Beauty,Central,2,Late Delivery,9068.9,Approved
R00355,2025-12-01,O004828,C00068,P0096,Electronics Product 096,Electronics,Central,4,Damaged,7796.26,Approved
R00356,2025-10-29,O000253,C00267,P0039,Beauty Product 039,Beauty,Central,5,Changed Mind,29791.67,Approved
R00357,2025-06-16,O003246,C00443,P0042,Home Product 042,Home,West,1,Changed Mind,7892.62,Approved
R00358,2025-05-22,O000351,C00381,P0059,Beauty Product 059,Beauty,West,1,Late Delivery,2990.61,Approved
R00359,2025-04-18,O001188,C00175,P0066,Electronics Product 066,Electronics,West,2,,7731.92,Approved
R00360,2025-12-07,O001962,C00111,P0024,Beauty Product 024,Beauty,West,4,Quality Issue,8163.02,Approved
R00361,2025-12-03,O000423,C00058,P0078,Fashion Product 078,Fashion,Central,2,Wrong Product,14039.75,Approved
R00362,2025-11-07,O000091,C00186,P0052,Home Product 052,Home,North,3,Quality Issue,14271.56,Approved
R00363,2025-04-16,O003730,C00157,P0086,Electronics Product 086,Electronics,Central,1,Quality Issue,7184.38,Approved
R00364,2025-11-16,O002237,C00063,P0096,Electronics Product 096,Electronics,East,1,Wrong Product,5299.48,Approved
R00365,2025-04-30,O000671,C00182,P0055,Sports Product 055,Sports,North,4,Wrong Product,4221.55,Approved
R00366,2025-07-20,O003041,C00105,P0078,Fashion Product 078,Fashion,North,1,Wrong Product,6645.99,Pending
R00367,2025-04-28,O000027,C00160,P0097,Home Product 097,Home,Central,3,Wrong Product,6905.24,Approved
R00368,2025-06-25,O000430,C00368,P0058,Fashion Product 058,Fashion,East,1,,2678.09,Approved
R00369,2026-01-05,O000684,C00358,P0088,Fashion Product 088,Fashion,East,1,Wrong Product,3973.76,Approved
R00370,2025-11-25,O004464,C00188,P0053,Fashion Product 053,Fashion,South,1,Damaged,14522.7,Rejected
R00371,2025-09-07,O003946,C00018,P0037,Home Product 037,Home,South,3,Late Delivery,17184.05,Approved
R00372,2025-06-26,O003524,C00280,P0075,Sports Product 075,Sports,South,2,Late Delivery,8581.31,Approved
R00373,2025-05-23,O001542,C00174,P0096,Electronics Product 096,Electronics,West,1,Wrong Product,2625.82,Approved
R00374,2025-07-13,O002032,C00160,P0068,Fashion Product 068,Fashion,Central,4,Late Delivery,14546.81,Approved
R00375,2025-08-27,O002233,C00085,P0092,Home Product 092,Home,Central,5,Damaged,21680.19,Approved
R00376,2025-11-22,O004121,C00184,P0087,Home Product 087,Home,West,1,Late Delivery,7494.14,Pending
R00377,2025-11-15,O003236,C00296,P0063,Fashion Product 063,Fashion,East,1,Wrong Product,10975.5,Approved
R00378,2025-02-23,O000255,C00255,P0007,Home Product 007,Home,West,2,Wrong Product,8865.55,Approved
R00379,2025-10-24,O001030,C00453,P0005,Sports Product 005,Sports,North,2,Changed Mind,23167.28,Approved
R00380,2025-12-20,O004393,C00134,P0036,Electronics Product 036,Electronics,Central,1,Late Delivery,10800.65,Approved
R00381,2025-03-11,O003801,C00430,P0092,Home Product 092,Home,East,1,Quality Issue,4454.85,Approved
R00382,2025-03-04,O004311,C00338,P0088,Fashion Product 088,Fashion,Central,1,Quality Issue,3873.58,Approved
R00383,2025-02-16,O002510,C00073,P0037,Home Product 037,Home,West,3,Damaged,29973.3,Approved
R00384,2025-02-02,O002293,C00499,P0069,Beauty Product 069,Beauty,West,2,Changed Mind,6267.73,Approved
R00385,2025-11-10,O001324,C00320,P0093,Fashion Product 093,Fashion,Central,1,Wrong Product,10257.11,Approved
R00386,2025-06-21,O001551,C00486,P0002,Home Product 002,Home,West,3,Damaged,8949.11,Approved
R00387,2025-10-27,O004648,C00127,P0057,Home Product 057,Home,East,3,Wrong Product,29266.07,Approved
R00388,2025-07-18,O000316,C00229,P0056,Electronics Product 056,Electronics,East,1,Quality Issue,30397.22,Pending
R00389,2025-09-22,O001243,C00005,P0056,Electronics Product 056,Electronics,West,2,Damaged,13167.71,Approved
R00390,2025-08-15,O002451,C00338,P0043,Fashion Product 043,Fashion,Central,2,Changed Mind,3379.95,Approved
R00391,2026-01-03,O001579,C00271,P0073,Fashion Product 073,Fashion,South,1,Damaged,4662.01,Approved
R00392,2025-03-13,O004626,C00213,P0068,Fashion Product 068,Fashion,East,2,Changed Mind,18013.29,Approved
R00393,2025-09-03,O003117,C00382,P0059,Beauty Product 059,Beauty,East,2,Quality Issue,2362.95,Pending
R00394,2025-07-20,O000070,C00331,P0024,Beauty Product 024,Beauty,North,1,Changed Mind,1749.9,Approved
R00395,2025-01-28,O000860,C00431,P0035,Sports Product 035,Sports,West,1,Changed Mind,25672.95,Approved
R00396,2025-06-14,O002754,C00231,P0030,Sports Product 030,Sports,West,1,Damaged,1570.51,Approved
R00397,2025-04-20,O001633,C00102,P0078,Fashion Product 078,Fashion,North,3,Wrong Product,28117.4,Pending
R00398,2025-06-19,O001651,C00044,P0047,Home Product 047,Home,Central,1,Quality Issue,18126.52,Approved
R00399,2025-09-17,O003861,C00496,P0070,Sports Product 070,Sports,Central,1,Changed Mind,3026.66,Pending
R00400,2025-03-26,O003107,C00482,P0019,Beauty Product 019,Beauty,South,1,Wrong Product,4844.7,Approved
R00401,2025-05-29,O001075,C00379,P0071,Electronics Product 071,Electronics,North,3,Damaged,12342.83,Approved
R00402,2025-02-10,O004002,C00319,P0035,Sports Product 035,Sports,East,3,Late Delivery,21105.3,Approved
R00403,2025-07-03,O000788,C00333,P0077,Home Product 077,Home,Central,2,Changed Mind,11405.91,Approved
R00404,2025-11-30,O002606,C00085,P0051,Electronics Product 051,Electronics,Central,3,Late Delivery,23200.77,Approved
R00405,2025-03-15,O003631,C00466,P0034,Beauty Product 034,Beauty,South,3,Damaged,21380.44,Approved
R00406,2025-04-03,O002122,C00286,P0065,Sports Product 065,Sports,West,1,Changed Mind,14891.1,Approved
R00407,2025-09-26,O001875,C00288,P0021,Electronics Product 021,Electronics,North,3,Quality Issue,10050.06,Approved
R00408,2025-02-25,O000812,C00262,P0081,Electronics Product 081,Electronics,West,1,Quality Issue,10807.99,Approved
R00409,2025-11-02,O000388,C00272,P0060,Sports Product 060,Sports,East,2,Changed Mind,18167.75,Approved
R00410,2025-04-14,O002883,C00188,P0099,Beauty Product 099,Beauty,South,1,Damaged,4701.99,Approved
R00411,2025-04-29,O001176,C00395,P0045,Sports Product 045,Sports,South,1,Quality Issue,4978.64,Approved
R00412,2025-12-15,O003198,C00089,P0095,Sports Product 095,Sports,North,4,Changed Mind,5035.7,Approved
R00413,2025-07-27,O002624,C00407,P0028,Fashion Product 028,Fashion,East,4,Changed Mind,27359.51,Rejected
R00414,2025-05-09,O001352,C00244,P0017,Home Product 017,Home,North,5,Damaged,21670.22,Approved
R00415,2025-04-09,O000411,C00094,P0046,Electronics Product 046,Electronics,North,1,Changed Mind,6613.27,Approved
R00416,2025-07-28,O004213,C00318,P0059,Beauty Product 059,Beauty,West,1,Wrong Product,888.68,Pending
R00417,2025-06-30,O000110,C00028,P0056,Electronics Product 056,Electronics,East,2,Wrong Product,20685.84,Approved
R00418,2025-11-11,O004996,C00390,P0022,Home Product 022,Home,West,2,Changed Mind,11504.27,Pending
R00419,2025-11-30,O003430,C00410,P0020,Sports Product 020,Sports,North,1,Late Delivery,8767.62,Approved
R00420,2025-08-20,O002810,C00110,P0063,Fashion Product 063,Fashion,North,3,Damaged,5097.53,Approved
